Name,Position,Price,xMins,GW10,GW11,GW12,GW13,Total,/£M,Elite%
M.Salah,MID,14.3,88,88,79,78,78,323,5.6,9.6%
Haaland,FWD,14.7,87,87,85,77,72,321,5.5,91.9%
Saka,MID,10.0,83,83,79,75,74,311,7.8,37.3%
B.Fernandes,MID,8.9,90,90,85,88,81,344,9.7,83.1%
Mateta,FWD,7.7,88,88,83,77,77,325,10.6,14.8%
Gyökeres,FWD,9.0,80,80,79,72,66,297,8.3,64.6%
Semenyo,MID,8.1,90,90,87,84,81,342,10.6,76.0%
Gabriel,DEF,6.4,92,92,86,87,85,350,13.7,92.2%
Sarr,MID,6.5,84,84,80,79,79,322,12.4,16.9%
Ndiaye,MID,6.5,78,78,79,75,75,307,11.8,44.8%
Enzo,MID,6.7,86,86,83,83,79,331,12.4,65.6%
Watkins,FWD,8.5,79,79,78,77,77,311,9.1,0.9%
Eze,MID,7.6,73,73,71,64,64,272,8.9,0.6%
Virgil,DEF,6.0,92,92,89,85,84,350,14.6,16.8%
Schade,MID,7.0,81,81,79,76,71,307,11.0,0.1%
Cunha,MID,7.9,76,76,77,74,73,300,9.5,0.4%
Gordon,MID,7.5,77,77,73,70,67,287,9.6,5.8%
Mbeumo,MID,8.1,78,78,79,75,73,305,9.4,0.9%
Gakpo,MID,7.6,77,77,72,67,64,280,9.2,0.9%
Minteh,MID,6.0,82,82,79,76,72,309,12.9,13.2%
Muñoz,DEF,5.6,91,91,86,81,76,334,14.9,6.8%
Foden,MID,8.1,73,73,67,62,65,267,8.2,7.0%
J.Timber,DEF,6.0,79,79,77,75,74,305,12.7,16.5%
Rice,MID,6.6,82,82,84,79,79,324,12.3,0.0%
Raya,GK,5.7,92,92,91,90,87,360,15.8,67.6%
Neto,MID,7.0,79,79,74,70,69,292,10.4,0.1%
Saliba,DEF,6.0,89,89,84,84,82,339,14.1,2.8%
Lacroix,DEF,5.1,90,90,89,86,81,346,17.0,14.8%
Georginio,MID,5.7,69,69,68,65,64,266,11.7,2.8%
Tarkowski,DEF,5.5,91,91,93,88,89,361,16.4,44.3%
Woltemade,FWD,7.5,84,84,77,79,70,310,10.3,3.5%
Damsgaard,MID,5.8,84,84,80,81,78,323,13.9,0.0%
Bowen,FWD,7.8,92,92,87,87,81,347,11.1,3.2%
João Pedro,FWD,7.5,79,79,73,74,67,293,9.8,53.1%
L.Paquetá,MID,5.9,84,84,81,77,73,315,13.3,8.2%
Donnarumma,GK,5.7,93,93,94,91,93,371,16.3,0.7%
Rogers,MID,6.8,86,86,83,79,77,325,11.9,0.4%
