Name,Position,Price,xMins,GW3,GW4,GW5,GW6,Total,/£M,Elite%
M.Salah,MID,14.5,90,5.9,6.9,7.0,5.8,25.5,0.44,96.8%
Haaland,FWD,14.1,88,5.4,5.9,4.1,6.5,21.9,0.39,2.6%
Gyökeres,FWD,9.0,88,4.3,5.9,4.8,4.5,19.6,0.54,1.7%
Mateta,FWD,7.5,88,4.5,6.2,4.8,4.1,19.6,0.65,50.1%
Watkins,FWD,9.0,86,4.9,4.3,5.2,4.9,19.2,0.53,46.0%
B.Fernandes,MID,9.0,86,5.8,3.7,4.7,4.7,18.9,0.52,87.5%
Palmer,MID,10.5,54,2.1,5.0,5.1,5.9,18.1,0.43,98.8%
Wirtz,MID,8.4,75,3.7,4.7,4.7,4.3,17.4,0.52,66.8%
Murillo,DEF,5.5,89,4.9,3.1,4.2,5.1,17.4,0.79,66.2%
Sarr,MID,6.5,89,4.0,5.5,4.3,3.6,17.4,0.67,7.6%
Semenyo,MID,7.2,87,4.0,4.4,4.2,4.3,16.9,0.59,1.2%
Ekitiké,FWD,8.7,72,4.0,4.5,4.5,3.8,16.9,0.48,1.7%
Pedro Porro,DEF,5.5,89,4.7,4.1,3.2,4.8,16.8,0.76,95.0%
Virgil,DEF,6.0,91,3.7,4.4,4.4,3.9,16.5,0.69,5.5%
Gakpo,MID,7.6,71,3.7,4.4,4.5,3.9,16.4,0.54,4.2%
Rogers,MID,7.0,89,4.2,3.8,4.3,4.0,16.4,0.58,11.0%
Wood,FWD,7.7,82,4.8,3.1,3.9,4.4,16.3,0.53,1.0%
Strand Larsen,FWD,6.5,84,4.5,3.6,4.5,3.6,16.2,0.62,59.4%
Evanilson,FWD,7.0,82,3.9,4.2,4.0,4.1,16.2,0.58,16.5%
Milenković,DEF,5.5,90,4.5,2.8,4.0,4.8,16.1,0.73,2.6%
Mbeumo,MID,8.0,81,5.0,3.2,3.8,4.0,16.0,0.50,0.1%
Enzo,MID,6.5,90,4.5,3.8,3.6,4.1,16.0,0.62,0.1%
Tielemans,MID,6.0,89,4.1,3.7,4.2,4.0,16.0,0.67,12.6%
Cunha,MID,8.1,80,5.1,3.2,3.7,3.9,15.9,0.49,0.1%
Solanke,FWD,7.3,55,3.5,4.2,3.7,4.5,15.9,0.55,0.2%
N.Williams,DEF,5.0,91,4.9,2.5,3.7,4.8,15.9,0.80,33.5%
Marmoush,MID,8.4,53,3.7,4.4,2.8,5.0,15.9,0.47,1.1%
Kudus,MID,6.6,71,4.3,4.0,3.4,4.2,15.9,0.60,0.5%
Schade,MID,7.0,81,4.5,3.7,3.7,3.9,15.7,0.56,0.0%
O.Dango,MID,6.0,79,4.4,3.7,3.5,4.0,15.6,0.65,0.0%
Ndiaye,MID,6.5,73,4.1,4.0,3.0,4.5,15.6,0.60,2.6%
Anderson,MID,5.5,82,4.4,3.2,3.8,4.2,15.6,0.71,12.8%
Mac Allister,MID,6.5,80,3.6,4.1,4.0,3.9,15.5,0.60,0.0%
Bowen,FWD,7.8,91,3.7,4.1,3.9,3.5,15.3,0.49,2.5%
Muñoz,DEF,5.5,89,3.2,5.3,3.9,2.7,15.1,0.69,6.7%
Gibbs-White,MID,7.5,77,4.3,2.8,3.6,4.3,15.1,0.50,0.0%
Martinez,GK,5.0,94,3.7,3.6,4.0,3.8,15.1,0.75,0.0%
Mitoma,MID,6.4,85,3.8,3.9,4.1,3.3,15.0,0.59,1.9%
Rice,MID,6.5,87,3.5,4.2,3.5,3.7,15.0,0.58,0.1%
Damsgaard,MID,5.9,86,4.2,3.5,3.5,3.6,14.9,0.63,0.0%
Neto,MID,7.0,75,4.5,3.5,3.4,3.5,14.9,0.53,0.1%
