Name,Position,Price,xMins,GW15,GW16,GW17,GW18,Total,/£M,Elite%
Haaland,FWD,15.0,87,87,83,85,79,334,5.6,93.2%
Saka,MID,10.1,84,84,80,81,78,323,8.0,74.4%
B.Fernandes,MID,9.0,88,88,88,83,84,343,9.5,93.1%
Palmer,MID,10.3,63,63,84,84,79,310,7.5,0.3%
Mateta,FWD,8.1,85,85,79,83,81,328,10.1,83.2%
Foden,MID,8.3,76,76,77,73,74,300,9.0,25.4%
Thiago,FWD,6.8,81,81,77,79,74,311,11.4,31.2%
Isak,FWD,10.4,64,64,78,81,77,300,7.2,0.1%
Semenyo,MID,7.7,86,86,82,80,81,329,10.7,60.8%
Cunha,MID,7.9,80,80,79,84,73,316,10.0,11.6%
J.Timber,DEF,6.4,89,89,83,77,84,333,13.0,51.3%
Schade,MID,7.0,80,80,71,72,71,294,10.5,0.3%
Woltemade,FWD,7.4,86,86,79,79,82,326,11.0,4.2%
Gyökeres,FWD,8.8,62,62,69,65,62,258,7.3,0.4%
Virgil,DEF,6.0,91,91,87,85,83,346,14.4,77.8%
Gordon,MID,7.2,69,69,67,68,63,267,9.3,0.1%
Raúl,FWD,6.2,78,78,73,77,72,300,12.1,0.2%
Raya,GK,5.9,93,93,91,91,90,365,15.5,71.4%
Andersen,DEF,4.5,86,86,92,90,85,353,19.6,78.6%
Damsgaard,MID,5.8,77,77,74,79,76,306,13.2,0.0%
Szoboszlai,MID,6.6,85,85,71,69,67,292,11.1,4.6%
Welbeck,FWD,6.6,71,71,72,73,73,289,10.9,1.9%
Minteh,MID,6.3,80,80,79,78,80,317,12.6,57.3%
Ødegaard,MID,7.8,73,73,67,68,61,269,8.6,0.0%
Donnarumma,GK,5.7,93,93,89,88,92,362,15.9,0.5%
Watkins,FWD,8.5,67,67,69,73,80,289,8.5,0.2%
Van den Berg,DEF,4.5,89,89,90,85,85,349,19.4,3.8%
Lacroix,DEF,5.1,90,90,87,83,83,343,16.8,35.9%
O’Reilly,DEF,5.2,61,61,59,76,77,273,13.1,11.4%
Gakpo,MID,7.5,58,58,57,65,63,243,8.1,2.1%
Rice,MID,7.1,84,63,77,80,79,299,10.5,0.8%
Bruno G.,MID,6.8,85,85,88,82,76,331,12.2,0.6%
Wirtz,MID,8.0,64,64,60,68,66,258,8.1,0.3%
Tavernier,MID,5.5,82,82,74,75,71,302,13.7,3.2%
Enzo,MID,6.7,76,76,88,83,79,326,12.2,42.9%
L.Paquetá,MID,5.9,82,82,82,77,78,319,13.5,1.0%
Neto,MID,7.2,69,69,72,67,66,274,9.5,0.1%
