Name,Position,Price,xMins,GW2,GW3,GW4,GW5,Total,/£M,Elite%
M.Salah,MID,14.5,91,91,85,78,83,337,5.8,97.8%
Palmer,MID,10.5,89,89,87,83,85,344,8.2,98.7%
Saka,MID,10.0,86,86,83,79,81,329,8.2,3.2%
Haaland,FWD,14.0,87,87,83,76,79,325,5.8,1.7%
Eze,MID,7.5,87,87,86,79,80,332,11.1,0.5%
B.Fernandes,MID,9.0,89,89,86,84,82,341,9.5,87.1%
Watkins,FWD,9.0,82,82,80,78,81,321,8.9,46.7%
Mateta,FWD,7.5,87,87,84,81,78,330,11.0,49.7%
Wirtz,MID,8.5,83,83,81,77,79,320,9.4,68.0%
Semenyo,MID,7.1,90,90,84,83,78,335,11.8,0.2%
Evanilson,FWD,7.0,83,83,84,82,81,330,11.8,15.4%
Sarr,MID,6.5,85,85,81,81,76,323,12.4,6.9%
Strand Larsen,FWD,6.5,83,83,80,80,79,322,12.4,59.7%
Ødegaard,MID,8.0,82,82,81,78,76,317,9.9,0.0%
Gakpo,MID,7.5,71,71,65,66,69,271,9.0,4.4%
Gyökeres,FWD,9.0,61,61,62,60,65,248,6.9,0.4%
Rogers,MID,7.0,89,89,84,78,80,331,11.8,11.3%
Virgil,DEF,6.0,90,90,89,87,84,350,14.6,5.6%
Tielemans,MID,6.0,88,88,84,80,75,327,13.6,12.8%
Enzo,MID,6.5,90,90,88,88,85,351,13.5,0.2%
Muñoz,DEF,5.5,89,89,90,85,82,346,15.7,5.9%
Bowen,FWD,8.0,92,92,85,85,84,346,10.8,3.3%
Gordon,MID,7.5,80,80,78,61,67,286,9.5,0.2%
Ekitiké,FWD,8.6,65,65,61,57,60,243,7.1,2.1%
Georginio,MID,6.0,75,75,72,69,68,284,11.8,26.2%
Tavernier,MID,5.5,76,76,69,71,69,285,13.0,0.1%
Marmoush,MID,8.5,61,61,55,54,54,224,6.6,1.2%
Cunha,MID,8.0,75,75,74,69,75,293,9.2,0.0%
Rice,MID,6.5,82,82,79,76,76,313,12.0,0.1%
Schade,MID,7.0,85,64,74,76,70,284,10.1,0.0%
Mac Allister,MID,6.5,78,78,77,75,76,306,11.8,0.0%
Thiago,FWD,6.0,81,81,72,63,49,265,11.0,10.0%
Solanke,FWD,7.5,54,54,73,71,72,270,9.0,0.3%
Mitoma,MID,6.5,85,85,82,78,76,321,12.3,2.2%
Wood,FWD,7.5,80,80,77,74,72,303,10.1,1.0%
Ndiaye,MID,6.5,78,78,74,75,72,299,11.5,2.7%
Lacroix,DEF,5.0,91,91,87,83,81,342,17.1,3.5%
Murillo,DEF,5.5,91,91,85,88,79,343,15.6,66.5%
Joelinton,MID,6.0,85,85,83,80,73,321,13.4,0.0%
Iwobi,MID,6.5,84,84,81,77,75,317,12.2,0.0%
Cucurella,DEF,6.0,89,89,85,84,84,342,14.3,1.2%
Gabriel,DEF,6.0,87,87,85,83,83,338,14.1,1.4%
L.Paquetá,MID,6.0,83,83,79,77,74,313,13.0,5.8%
Frimpong,DEF,6.0,80,80,73,67,67,287,12.0,1.2%
Richards,DEF,4.5,88,88,86,85,84,343,19.1,14.7%
Bruno G.,MID,6.5,91,91,88,84,81,344,13.2,0.0%
Anderson,MID,5.5,86,86,80,77,79,322,14.6,14.2%
Sánchez,GK,5.0,93,93,91,92,90,366,18.3,67.0%
Raúl,FWD,6.5,74,74,67,61,60,262,10.1,0.0%
Raya,GK,5.5,90,90,91,90,86,357,16.2,0.9%
Martinez,GK,5.0,93,93,92,91,92,368,18.4,0.0%
Caicedo,MID,5.5,88,88,87,88,84,347,15.8,0.0%
Gibbs-White,MID,7.5,79,79,79,76,74,308,10.3,0.0%
Guéhi,DEF,4.5,93,93,89,86,86,354,19.7,0.9%
Senesi,DEF,4.5,91,91,90,84,85,350,19.4,1.9%
A.Becker,GK,5.5,91,91,89,84,81,345,15.7,0.3%
Saliba,DEF,6.0,92,92,87,86,84,349,14.5,0.1%
Neto,MID,7.0,71,71,68,65,69,273,9.8,0.1%
Andersen,DEF,4.5,91,91,92,88,89,360,20.0,83.3%
Konaté,DEF,5.5,84,84,77,77,73,311,14.1,0.0%
Tonali,MID,5.5,91,91,86,81,79,337,15.3,0.0%
Mbeumo,MID,8.0,79,79,72,68,68,287,9.0,0.0%
Collins,DEF,5.0,93,93,82,85,83,343,17.1,0.1%
Kudus,MID,6.5,70,70,70,68,64,272,10.5,0.6%
Schär,DEF,5.5,88,88,83,79,74,324,14.7,0.0%
João Pedro,FWD,7.5,65,65,62,64,60,251,8.4,11.8%
Anthony,MID,5.5,78,78,77,71,68,294,13.4,0.0%
Petrović,GK,4.5,93,93,92,91,92,368,20.4,3.2%
Ederson M.,GK,5.5,94,94,89,87,87,357,16.2,0.0%
Milenković,DEF,5.5,90,90,86,83,86,345,15.7,2.6%
Pedro Porro,DEF,5.5,88,88,80,77,79,324,14.7,96.1%
Sels,GK,5.0,93,93,93,92,92,370,18.5,10.7%
Van den Berg,DEF,4.5,91,91,88,84,81,344,19.1,0.1%
Tarkowski,DEF,5.5,93,93,86,87,84,350,15.9,7.9%
Wilson,MID,5.5,73,73,66,53,57,249,11.3,0.0%
Gomes,MID,5.5,86,86,85,83,81,335,15.2,0.0%
N.Williams,DEF,5.0,87,87,86,75,73,321,16.1,34.1%
Leno,GK,5.0,94,94,91,91,90,366,18.3,0.0%
Henderson,GK,5.0,88,88,89,87,85,349,17.4,0.0%
Pope,GK,5.0,91,91,91,89,88,359,17.9,0.0%
O.Dango,MID,6.0,84,42,64,68,68,242,10.1,0.0%
Onana,GK,5.0,92,92,91,90,90,363,18.1,0.0%
Šeško,FWD,7.5,59,59,71,67,67,264,8.8,0.0%
Cash,DEF,4.5,83,83,76,73,74,306,17.0,0.0%
Estève,DEF,4.0,92,92,91,88,86,357,22.3,86.6%
Minteh,MID,6.0,70,70,65,66,65,266,11.1,0.3%
Verbruggen,GK,4.5,94,94,94,91,90,369,20.5,7.2%
Truffert,DEF,4.5,89,89,86,83,82,340,18.9,0.2%
Vicario,GK,5.0,94,94,93,93,92,372,18.6,10.7%
J.Arias,MID,5.5,52,52,60,66,67,245,11.1,0.4%
José Sá,GK,4.5,94,94,92,91,92,369,20.5,0.0%
Dúbravka,GK,4.0,93,93,91,88,90,362,22.6,95.1%
Reijnders,MID,5.6,78,78,73,67,60,278,12.4,44.1%
Diakité,DEF,4.5,91,91,86,82,83,342,19.0,0.0%
Elanga,MID,7.0,66,66,65,53,51,235,8.4,0.2%
Hermansen,GK,4.5,94,94,92,91,91,368,20.4,0.1%
Füllkrug,FWD,6.0,78,78,70,61,64,273,11.4,3.9%
Pickford,GK,5.5,94,94,90,90,89,363,16.5,0.0%
Dorgu,DEF,4.5,79,79,82,80,77,318,17.7,20.7%
James,DEF,5.5,68,68,66,60,63,257,11.7,0.1%
Mitchell,DEF,5.0,72,72,73,71,72,288,14.4,0.0%
Gravenberch,MID,5.5,80,80,80,78,78,316,14.4,0.0%
Kelleher,GK,4.5,93,70,90,92,91,343,19.1,2.7%
Gana,MID,5.5,86,86,86,82,77,331,15.0,0.0%
Roefs,GK,4.5,94,94,92,90,91,367,20.4,0.0%
Kluivert,MID,7.0,68,28,50,68,67,213,7.6,0.1%
Guessand,MID,6.5,47,47,51,54,60,212,8.2,0.0%
Szoboszlai,MID,6.5,50,50,55,53,53,211,8.1,0.0%
Perri,GK,4.5,93,93,92,92,91,368,20.4,1.5%
Agbadou,DEF,4.5,92,92,86,83,83,344,19.1,7.2%
Aït-Nouri,DEF,6.0,73,73,66,61,56,256,10.7,1.8%
Wharton,MID,5.0,75,75,69,70,67,281,14.1,0.0%
Van Hecke,DEF,4.5,91,91,90,84,82,347,19.3,0.1%
Zubimendi,MID,5.5,79,79,80,78,78,315,14.3,0.0%
Adingra,MID,5.5,75,75,73,68,76,292,13.3,0.1%
Ekdal,DEF,4.0,85,85,80,77,73,315,19.7,0.0%
Kilman,DEF,4.5,91,91,87,85,80,343,19.1,0.1%
Aina,DEF,5.0,90,90,85,86,82,343,17.1,0.0%
Wan-Bissaka,DEF,4.5,89,89,89,86,83,347,19.3,0.9%
James,MID,5.5,69,69,65,63,63,260,11.8,0.0%
