Name,Position,Price,xMins,GW22,GW23,GW24,GW25,Total,/£M,Elite%
Saka,MID,10.2,83,83,81,82,74,320,7.8,73.7%
Haaland,FWD,15.1,90,90,85,81,82,338,5.6,98.8%
Palmer,MID,10.4,78,78,75,73,71,297,7.1,1.7%
B.Fernandes,MID,9.1,88,88,88,87,87,350,9.6,0.6%
Gabriel,DEF,6.7,88,88,88,85,86,347,12.9,61.9%
J.Timber,DEF,6.3,89,89,84,82,79,334,13.3,37.1%
Watkins,FWD,8.8,77,77,74,77,74,302,8.6,0.2%
Ødegaard,MID,7.8,82,82,78,76,75,311,10.0,0.0%
Rice,MID,7.3,83,83,83,81,78,325,11.1,6.6%
Ekitiké,FWD,8.9,83,83,81,78,79,321,9.0,48.9%
Foden,MID,8.7,77,77,71,74,70,292,8.4,94.7%
Tavernier,MID,5.5,89,89,85,86,83,343,15.6,15.6%
Szoboszlai,MID,6.6,82,82,74,72,72,300,11.4,62.0%
Rogers,MID,7.6,89,89,88,81,79,337,11.1,4.7%
Wilson,MID,5.9,85,85,79,77,74,315,13.3,6.6%
Raúl,FWD,6.2,85,85,82,77,75,319,12.9,1.1%
Gordon,MID,7.5,78,78,71,75,71,295,9.8,19.3%
Bowen,FWD,7.7,90,90,86,84,82,342,11.1,3.0%
Saliba,DEF,5.9,89,89,86,83,83,341,14.4,1.3%
Raya,GK,5.9,93,93,92,91,88,364,15.4,69.4%
Gakpo,MID,7.3,73,73,60,63,63,259,8.9,0.0%
Wirtz,MID,8.2,76,76,66,68,66,276,8.4,1.7%
Thiago,FWD,7.1,86,86,84,79,81,330,11.6,53.8%
Mbeumo,MID,8.1,89,89,87,82,78,336,10.4,0.0%
Georginio,MID,5.6,77,77,67,63,66,273,12.2,2.2%
Schade,MID,7.1,84,84,81,77,78,320,11.3,8.8%
Virgil,DEF,5.9,91,91,89,87,84,351,14.9,53.9%
Neto,MID,7.1,78,78,74,70,71,293,10.3,0.1%
Semenyo,MID,7.6,55,55,68,69,71,263,8.7,4.3%
Anderson,MID,5.3,90,90,89,83,84,346,16.3,26.7%
L.Paquetá,MID,5.9,81,81,79,79,77,316,13.4,4.5%
Bruno G.,MID,7.2,91,91,85,87,85,348,12.1,1.3%
Xavi,MID,6.5,78,78,68,67,66,279,10.7,0.0%
Enzo,MID,6.4,82,82,75,76,77,310,12.1,6.1%
Calafiori,DEF,5.6,85,47,72,71,66,256,11.4,0.0%
Trossard,MID,6.9,68,68,64,55,54,241,8.7,0.0%
Cash,DEF,4.8,89,89,84,82,82,337,17.6,0.7%
Romero,DEF,5.0,90,90,86,86,86,348,17.4,0.2%
Tielemans,MID,5.9,88,88,86,85,78,337,14.3,0.6%
Evanilson,FWD,7.0,82,82,80,74,68,304,10.9,0.2%
Andersen,DEF,4.6,92,92,89,87,86,354,19.2,65.4%
O.Dango,MID,5.8,77,77,76,72,74,299,12.9,0.0%
Tarkowski,DEF,5.7,91,91,89,86,88,354,15.5,42.6%
Gibbs-White,MID,7.3,86,86,81,84,80,331,11.3,0.0%
João Pedro,FWD,7.1,70,70,67,71,68,276,9.7,0.2%
Cunha,MID,8.2,74,74,76,69,69,288,8.8,96.1%
Mateta,FWD,7.6,79,79,63,63,63,268,8.8,3.3%
Chalobah,DEF,5.5,83,83,81,78,81,323,14.7,0.7%
Donnarumma,GK,5.7,92,92,92,92,92,368,16.1,0.5%
Hall,DEF,5.3,89,89,82,81,79,331,15.6,29.8%
Frimpong,DEF,5.7,78,78,76,76,72,302,13.2,0.0%
Pedro Porro,DEF,5.2,85,85,80,78,78,321,15.4,3.4%
Van Hecke,DEF,4.5,89,89,88,86,85,348,19.3,7.1%
Matheus N.,DEF,5.5,84,84,84,79,76,323,14.7,0.2%
Zubimendi,MID,5.2,83,83,82,79,79,323,15.5,0.0%
M.Salah,MID,14.0,0,0,77,72,72,221,3.9,0.6%
E.Le Fée,MID,4.9,80,80,77,72,71,300,15.3,12.6%
Mitoma,MID,6.1,74,74,68,65,64,271,11.1,0.0%
Sánchez,GK,4.9,90,90,87,88,87,352,18.0,3.4%
Lacroix,DEF,5.1,91,91,90,82,84,347,17.0,16.2%
Igor Jesus,FWD,5.8,75,75,75,73,73,296,12.8,0.5%
Mukiele,DEF,4.4,89,89,84,83,80,336,19.1,14.3%
A.Becker,GK,5.4,93,93,89,88,84,354,16.4,0.2%
