Pos,ID,Name,BV,SV,Team,4_xMins,5_xMins,6_xMins,7_xMins,8_xMins,9_xMins,10_xMins,11_xMins,12_xMins,13_xMins,14_xMins,15_xMins,4_Pts,5_Pts,6_Pts,7_Pts,8_Pts,9_Pts,10_Pts,11_Pts,12_Pts,13_Pts,14_Pts,15_Pts
F,466,Zirkzee,5.9,5.9,Man Utd,45.30,13.65,13.65,13.65,13.65,13.65,13.65,13.65,13.65,13.65,13.65,13.65,2.03,0.74,0.77,0.88,0.64,0.78,0.72,0.73,0.77,0.71,0.85,0.77
F,467,Obi,4.4,4.4,Man Utd,10.20,10.20,10.20,10.20,10.20,10.20,10.20,10.20,10.20,10.20,10.20,10.20,0.50,0.56,0.60,0.68,0.49,0.59,0.55,0.55,0.59,0.56,0.66,0.59
F,468,Wheatley,4.5,4.5,Man Utd,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
G,469,Pope,5.0,5.0,Newcastle,89.10,89.10,89.10,89.10,89.10,89.10,89.10,89.10,89.10,89.10,89.10,89.10,3.86,2.89,2.87,3.48,2.78,3.59,3.40,3.15,2.80,3.16,3.44,4.02
G,470,Dúbravka,4.0,4.0,Burnley,89.10,89.10,89.10,89.10,89.10,89.10,89.10,89.10,89.10,89.10,89.10,89.10,2.29,3.03,1.72,2.23,3.44,2.89,2.32,2.97,2.53,2.75,3.37,2.05
G,471,Gillespie,4.0,4.0,Newcastle,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
G,472,Odysseas,4.0,4.0,Newcastle,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
D,473,Hall,5.4,5.4,Newcastle,66.45,66.45,66.45,66.45,66.45,66.45,66.45,66.45,66.45,66.45,66.45,66.45,3.77,2.70,2.44,3.19,2.61,3.41,3.18,3.12,2.45,3.05,3.01,3.93
D,474,Schär,5.5,5.5,Newcastle,84.75,84.75,84.75,84.75,84.75,84.75,84.75,84.75,84.75,84.75,84.75,84.75,4.44,3.50,3.13,3.97,3.33,4.00,3.98,3.84,3.05,3.89,3.73,4.63
D,475,Botman,4.9,4.9,Newcastle,30.90,30.90,30.90,30.90,30.90,30.90,30.90,30.90,30.90,30.90,30.90,30.90,1.46,1.21,1.12,1.34,1.18,1.37,1.34,1.30,1.09,1.31,1.27,1.51
D,476,Burn,5.0,5.0,Newcastle,81.90,81.90,81.90,81.90,81.90,81.90,81.90,81.90,81.90,81.90,81.90,81.90,4.27,3.47,3.13,3.85,3.30,3.95,3.92,3.72,3.05,3.86,3.63,4.39
D,477,Livramento,5.1,5.1,Newcastle,80.40,80.40,80.40,80.40,80.40,80.40,80.40,80.40,80.40,80.40,80.40,80.40,4.08,3.09,2.81,3.55,2.90,3.61,3.49,3.40,2.72,3.42,3.26,4.22
D,478,Trippier,5.0,5.0,Newcastle,39.90,39.90,39.90,39.90,39.90,39.90,39.90,39.90,39.90,39.90,39.90,39.90,2.37,1.84,1.67,2.11,1.74,2.13,2.10,2.01,1.66,1.97,1.98,2.46
D,479,Krafth,4.5,4.5,Newcastle,12.75,12.75,12.75,12.75,12.75,12.75,12.75,12.75,12.75,12.75,12.75,12.75,0.55,0.48,0.45,0.52,0.49,0.52,0.52,0.50,0.46,0.51,0.50,0.56
D,480,Lascelles,4.4,4.4,Newcastle,5.70,5.70,5.70,5.70,5.70,5.70,5.70,5.70,5.70,5.70,5.70,5.70,0.23,0.21,0.20,0.22,0.21,0.22,0.22,0.21,0.20,0.21,0.22,0.23
D,481,A.Murphy,4.0,4.0,Newcastle,0.90,0.90,0.90,0.90,0.90,0.90,0.90,0.90,0.90,0.90,0.90,0.90,0.04,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.04
D,482,Ashby,4.0,4.0,Newcastle,1.05,1.05,1.05,1.05,1.05,1.05,1.05,1.05,1.05,1.05,1.05,1.05,0.06,0.04,0.04,0.05,0.04,0.05,0.05,0.05,0.04,0.05,0.05,0.06
D,483,Pivas,4.0,4.0,Newcastle,0.30,0.30,0.30,0.30,0.30,0.30,0.30,0.30,0.30,0.30,0.30,0.30,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01
D,484,Targett,4.0,4.0,Newcastle,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
M,485,Gordon,7.4,7.4,Newcastle,0.00,0.00,60.75,60.75,60.75,60.75,60.75,60.75,60.75,60.75,60.75,60.75,0.00,0.00,2.87,3.56,3.20,3.70,3.57,3.53,3.17,3.28,3.59,4.06
M,486,Elanga,7.0,7.0,Newcastle,66.15,66.15,66.15,66.15,66.15,66.15,66.15,66.15,66.15,66.15,66.15,66.15,4.14,3.30,3.03,3.70,3.28,3.70,3.63,3.62,3.18,3.33,3.74,4.22
M,487,Barnes,6.5,6.5,Newcastle,73.80,73.80,57.75,57.75,57.75,57.75,57.75,57.75,57.75,57.75,57.75,57.75,4.94,3.82,2.78,3.45,3.09,3.49,3.40,3.40,3.00,3.06,3.40,3.93
M,488,Bruno G.,6.5,6.5,Newcastle,81.00,81.00,81.00,81.00,81.00,81.00,81.00,81.00,81.00,81.00,81.00,81.00,4.54,3.80,3.47,3.94,3.64,3.94,3.97,3.90,3.47,3.81,4.07,4.25
M,489,J.Murphy,6.3,6.3,Newcastle,30.30,27.30,24.30,24.30,24.30,24.30,24.30,24.30,24.30,24.30,24.30,24.30,1.78,1.33,1.13,1.30,1.21,1.32,1.30,1.30,1.17,1.20,1.31,1.47
M,490,Joelinton,5.9,5.9,Newcastle,44.10,59.40,60.30,60.30,60.30,60.30,60.30,60.30,60.30,60.30,60.30,60.30,2.59,2.87,2.66,3.08,2.89,3.10,3.10,3.06,2.76,2.93,3.13,3.37
M,491,Tonali,5.4,5.4,Newcastle,83.85,83.85,83.85,83.85,83.85,83.85,83.85,83.85,83.85,83.85,83.85,83.85,4.07,3.44,3.21,3.60,3.40,3.62,3.60,3.60,3.25,3.49,3.66,3.89
M,492,Antoñito C.,4.9,4.9,Newcastle,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
M,493,Longstaff,4.9,4.9,Leeds United,23.85,23.85,23.85,23.85,23.85,23.85,23.85,23.85,23.85,23.85,23.85,23.85,0.95,1.05,1.01,1.02,1.05,1.07,0.97,0.96,1.01,0.88,0.96,0.95
M,494,Willock,5.0,5.0,Newcastle,16.20,16.20,16.20,16.20,16.20,16.20,16.20,16.20,16.20,16.20,16.20,16.20,0.87,0.75,0.70,0.80,0.75,0.80,0.78,0.78,0.73,0.74,0.80,0.87
M,495,Hayden,4.5,4.5,Newcastle,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
M,496,Kuol,4.5,4.5,Newcastle,0.30,0.30,0.30,0.30,0.30,0.30,0.30,0.30,0.30,0.30,0.30,0.30,0.02,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.02
M,497,L.Miley,4.5,4.5,Newcastle,17.55,17.55,17.55,17.55,17.55,17.55,17.55,17.55,17.55,17.55,17.55,17.55,0.84,0.74,0.71,0.78,0.74,0.77,0.77,0.77,0.73,0.74,0.79,0.81
M,498,White,4.5,4.5,Newcastle,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
F,499,Isak,10.4,10.4,Liverpool,29.55,35.25,72.75,72.75,72.75,72.75,72.75,72.75,72.75,72.75,72.75,72.75,2.29,2.57,4.60,4.12,5.08,5.05,5.03,3.94,5.04,5.03,5.91,4.82
F,500,Osula,5.5,5.5,Newcastle,23.10,20.10,20.10,20.10,20.10,20.10,20.10,20.10,20.10,20.10,20.10,20.10,1.52,1.10,1.00,1.22,1.11,1.23,1.21,1.22,1.06,1.09,1.22,1.36
F,501,Neave,4.4,4.4,Newcastle,0.30,0.30,0.30,0.30,0.30,0.30,0.30,0.30,0.30,0.30,0.30,0.30,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02
G,502,Sels,5.0,5.0,Nott'm Forest,89.10,89.10,89.10,89.10,89.10,89.10,89.10,89.10,89.10,89.10,89.10,89.10,2.14,3.30,3.94,2.46,2.89,2.79,3.34,3.64,2.11,3.14,3.22,3.04
G,503,C.Miguel,4.0,4.0,Nott'm Forest,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
G,504,Turner,4.0,4.0,Nott'm Forest,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
D,505,Milenković,5.5,5.5,Nott'm Forest,85.35,85.35,85.35,85.35,85.35,85.35,85.35,85.35,85.35,85.35,85.35,85.35,2.61,4.14,4.57,3.19,3.47,3.45,3.73,4.24,2.53,3.70,4.05,3.78
D,506,Murillo,5.5,5.5,Nott'm Forest,84.75,84.75,84.75,84.75,84.75,84.75,84.75,84.75,84.75,84.75,84.75,84.75,2.72,4.22,4.69,3.29,3.46,3.51,3.77,4.33,2.58,3.72,4.12,3.89
D,507,Aina,5.0,5.0,Nott'm Forest,83.55,83.55,83.55,83.55,83.55,83.55,83.55,83.55,83.55,83.55,83.55,83.55,2.32,3.89,4.46,2.90,3.10,3.12,3.33,3.96,2.27,3.42,3.74,3.53
D,508,N.Williams,5.0,5.0,Nott'm Forest,83.55,81.60,80.10,80.10,80.10,80.10,80.10,80.10,80.10,80.10,80.10,80.10,2.19,3.53,4.07,2.55,2.78,2.83,3.05,3.66,2.02,3.06,3.46,3.16
D,509,David Carmo,4.5,4.5,Nott'm Forest,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
D,510,Jair Cunha,4.4,4.4,Nott'm Forest,15.15,15.15,15.15,15.15,15.15,15.15,15.15,15.15,15.15,15.15,15.15,15.15,0.49,0.62,0.65,0.53,0.56,0.56,0.58,0.62,0.49,0.59,0.61,0.58
D,511,Morato,4.4,4.4,Nott'm Forest,20.55,20.55,20.55,20.55,20.55,20.55,20.55,20.55,20.55,20.55,20.55,20.55,0.59,0.74,0.78,0.64,0.67,0.69,0.70,0.75,0.59,0.71,0.73,0.71
D,512,O.Richards,4.5,4.5,Nott'm Forest,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
D,513,Abbott,4.0,4.0,Nott'm Forest,0.30,0.30,0.30,0.30,0.30,0.30,0.30,0.30,0.30,0.30,0.30,0.30,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01
D,514,Boly,4.0,4.0,Nott'm Forest,12.00,12.00,12.00,12.00,12.00,12.00,12.00,12.00,12.00,12.00,12.00,12.00,0.42,0.52,0.55,0.45,0.48,0.47,0.49,0.52,0.42,0.49,0.51,0.48
M,515,Gibbs-White,7.5,7.5,Nott'm Forest,76.95,76.95,76.95,76.95,76.95,76.95,76.95,76.95,76.95,76.95,76.95,76.95,3.03,4.37,4.97,3.59,3.85,3.85,4.07,4.61,3.43,4.18,4.25,3.83
M,516,Hudson-Odoi,6.0,6.0,Nott'm Forest,64.35,64.35,64.35,64.35,64.35,64.35,64.35,64.35,64.35,64.35,64.35,64.35,2.49,3.37,3.74,2.86,3.00,2.97,3.21,3.50,2.70,3.25,3.25,3.06
M,517,Anderson,5.5,5.5,Nott'm Forest,79.35,79.35,76.05,76.05,76.05,76.05,76.05,76.05,76.05,76.05,76.05,76.05,3.09,4.02,4.11,3.48,3.56,3.56,3.72,3.95,3.23,3.78,3.80,3.69
M,518,Jota,5.4,5.4,Nott'm Forest,19.80,19.80,19.80,19.80,19.80,19.80,19.80,19.80,19.80,19.80,19.80,19.80,0.76,1.01,1.11,0.87,0.91,0.92,0.96,1.04,0.82,0.98,0.97,0.91
M,519,Dominguez,5.0,5.0,Nott'm Forest,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
M,520,O'Brien,5.0,5.0,Nott'm Forest,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
M,521,Sangaré,5.0,5.0,Nott'm Forest,24.15,21.00,21.00,21.00,21.00,21.00,21.00,21.00,21.00,21.00,21.00,21.00,0.78,0.77,0.80,0.73,0.74,0.73,0.76,0.78,0.70,0.76,0.76,0.76
M,522,Yates,4.9,4.9,Nott'm Forest,25.95,25.95,25.95,25.95,25.95,25.95,25.95,25.95,25.95,25.95,25.95,25.95,0.92,1.08,1.14,1.00,1.02,1.04,1.06,1.10,0.97,1.07,1.06,1.02
M,523,Da Silva Moreira,4.5,4.5,Nott'm Forest,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
M,524,Stamenic,4.5,4.5,Nott'm Forest,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
F,525,Wood,7.7,7.7,Nott'm Forest,75.30,75.30,75.30,75.30,75.30,75.30,75.30,75.30,75.30,75.30,75.30,75.30,3.24,4.62,5.19,3.78,4.16,4.12,4.48,4.83,3.66,4.45,4.50,4.03
F,526,Igor Jesus,5.9,5.9,Nott'm Forest,23.40,23.40,23.40,23.40,23.40,23.40,23.40,23.40,23.40,23.40,23.40,23.40,1.03,1.35,1.48,1.16,1.22,1.25,1.30,1.38,1.10,1.31,1.30,1.21
F,527,Awoniyi,5.4,5.4,Nott'm Forest,14.70,14.70,14.70,14.70,14.70,14.70,14.70,14.70,14.70,14.70,14.70,14.70,0.65,0.88,0.96,0.74,0.79,0.79,0.83,0.89,0.70,0.84,0.83,0.77
G,528,Patterson,4.4,4.4,Sunderland,0.90,0.90,0.90,0.90,0.90,0.90,0.90,0.90,0.90,0.90,0.90,0.90,0.03,0.03,0.03,0.02,0.03,0.02,0.03,0.02,0.03,0.03,0.02,0.02
G,529,Moore,4.0,4.0,Sunderland,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
G,530,Nna Noukeu,4.0,4.0,Sunderland,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
D,531,Ballard,4.6,4.6,Sunderland,20.10,35.70,54.15,54.15,54.15,54.15,54.15,54.15,54.15,54.15,54.15,54.15,0.78,1.45,1.85,1.69,2.34,1.60,2.23,1.64,1.96,2.09,1.26,1.32
D,532,Hume,4.5,4.5,Sunderland,81.60,81.60,81.60,81.60,81.60,81.60,81.60,81.60,81.60,81.60,81.60,81.60,2.79,2.94,2.46,2.23,3.33,2.24,3.17,2.21,2.59,2.81,1.69,1.66
D,533,Alese,4.0,4.0,Sunderland,6.30,6.30,6.30,6.30,6.30,6.30,6.30,6.30,6.30,6.30,6.30,6.30,0.22,0.22,0.21,0.19,0.24,0.19,0.23,0.20,0.21,0.22,0.17,0.17
D,534,Anderson,4.0,4.0,Sunderland,0.60,0.60,0.60,0.60,0.60,0.60,0.60,0.60,0.60,0.60,0.60,0.60,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02
D,535,Cirkin,4.0,4.0,Sunderland,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
D,536,Hjelde,4.0,4.0,Sunderland,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
D,537,Huggins,4.0,4.0,Sunderland,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
D,538,Johnson,4.0,4.0,Sunderland,6.30,6.30,6.30,6.30,6.30,6.30,6.30,6.30,6.30,6.30,6.30,6.30,0.26,0.27,0.24,0.23,0.29,0.23,0.28,0.23,0.26,0.27,0.21,0.21
D,539,O'Nien,4.0,4.0,Sunderland,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
D,540,Pembele,4.0,4.0,Sunderland,1.20,1.20,1.20,1.20,1.20,1.20,1.20,1.20,1.20,1.20,1.20,1.20,0.04,0.05,0.04,0.04,0.05,0.04,0.04,0.04,0.04,0.04,0.04,0.04
D,541,Reinildo,4.0,4.0,Sunderland,81.30,81.30,81.30,81.30,81.30,81.30,81.30,81.30,81.30,81.30,81.30,81.30,2.36,2.54,2.13,1.78,2.93,1.73,2.80,1.88,2.24,2.40,1.22,1.26
D,542,Seelt,4.0,4.0,Sunderland,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
M,543,Adingra,5.5,5.5,Sunderland,76.35,76.35,76.35,76.35,76.35,76.35,76.35,76.35,76.35,76.35,76.35,76.35,3.20,3.49,3.16,3.06,3.75,2.94,3.43,2.83,3.20,3.42,2.85,2.78
M,544,Diarra,5.5,5.5,Sunderland,78.30,78.30,78.30,78.30,78.30,78.30,78.30,78.30,78.30,78.30,78.30,78.30,2.88,2.98,2.75,2.71,3.12,2.62,2.96,2.61,2.77,2.88,2.62,2.60
M,545,Roberts,5.4,5.4,Sunderland,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
M,546,Aleksić,4.9,4.9,Sunderland,2.55,2.55,2.55,2.55,2.55,2.55,2.55,2.55,2.55,2.55,2.55,2.55,0.09,0.09,0.09,0.09,0.10,0.09,0.09,0.09,0.09,0.09,0.09,0.09
M,547,E.Le Fée,4.9,4.9,Sunderland,32.85,32.85,32.85,32.85,32.85,32.85,32.85,32.85,32.85,32.85,32.85,32.85,1.50,1.58,1.46,1.45,1.67,1.40,1.57,1.38,1.48,1.58,1.36,1.33
M,548,Mundle,4.9,4.9,Sunderland,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
M,549,Neil,4.9,4.9,Sunderland,20.70,20.70,20.70,20.70,20.70,20.70,20.70,20.70,20.70,20.70,20.70,20.70,0.69,0.70,0.68,0.68,0.72,0.68,0.70,0.67,0.69,0.70,0.66,0.65
M,550,Poveda,4.9,4.9,Sunderland,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
M,551,Rigg,4.9,4.9,Sunderland,11.25,11.25,11.25,11.25,11.25,11.25,11.25,11.25,11.25,11.25,11.25,11.25,0.48,0.51,0.47,0.46,0.52,0.45,0.48,0.45,0.47,0.51,0.44,0.44
