Name,Position,Price,xMins,GW14,GW15,GW16,GW17,Total,/£M,Elite%
Haaland,FWD,14.9,81,5.2,6.6,4.9,6.9,23.6,0.40,97.8%
Saka,MID,10.1,82,6.3,4.9,6.6,4.9,22.6,0.56,30.4%
B.Fernandes,MID,8.9,88,6.1,5.5,5.3,4.6,21.5,0.60,53.1%
Foden,MID,8.1,75,4.1,5.0,3.9,5.3,18.3,0.56,74.0%
Mateta,FWD,8.1,82,4.9,4.4,4.1,4.6,17.9,0.55,33.0%
J.Timber,DEF,6.4,82,4.7,3.7,5.2,4.1,17.7,0.69,14.6%
Semenyo,MID,7.8,86,4.7,4.1,3.6,4.7,17.1,0.55,27.1%
Cunha,MID,7.9,65,3.5,4.8,4.8,4.0,17.1,0.54,2.4%
Woltemade,FWD,7.4,85,4.5,4.8,3.9,3.7,16.9,0.57,0.2%
Palmer,MID,10.3,42,2.9,3.8,5.7,4.5,16.8,0.41,0.3%
M.Salah,MID,14.1,81,6.4,5.1,5.3,0.0,16.8,0.30,54.4%
Virgil,DEF,6.0,90,4.9,4.3,4.0,3.6,16.8,0.70,39.3%
Thiago,FWD,6.7,82,3.2,3.8,5.0,4.5,16.5,0.62,84.3%
Rice,MID,7.0,86,4.5,3.7,4.5,3.7,16.4,0.59,0.2%
Raya,GK,5.9,90,4.1,3.8,4.4,3.9,16.2,0.69,31.9%
Raúl,FWD,6.2,75,3.5,3.9,4.3,4.2,16.0,0.64,0.2%
Gordon,MID,7.2,56,3.5,4.9,3.8,3.7,15.8,0.55,0.1%
Calafiori,DEF,5.8,68,4.3,3.3,4.3,3.7,15.6,0.67,0.8%
Andersen,DEF,4.5,89,3.3,3.9,4.3,4.1,15.5,0.86,37.6%
Ødegaard,MID,7.8,62,3.8,3.3,4.6,3.6,15.3,0.49,0.0%
Konaté,DEF,5.4,84,4.4,3.9,3.8,3.2,15.3,0.71,0.1%
Minteh,MID,6.2,82,3.9,4.2,3.1,4.1,15.2,0.61,24.0%
Isak,FWD,10.4,50,3.2,3.3,4.3,4.3,15.1,0.36,0.0%
Tavernier,MID,5.5,75,3.9,3.4,3.3,4.4,15.0,0.68,2.9%
Bruno G.,MID,6.7,89,3.9,4.1,3.7,3.1,14.8,0.55,0.1%
Mbeumo,MID,8.6,85,5.4,4.6,4.8,0.0,14.8,0.43,4.0%
Szoboszlai,MID,6.6,85,4.5,3.5,3.6,3.1,14.7,0.56,4.3%
Watkins,FWD,8.5,65,3.3,3.1,4.1,4.3,14.7,0.43,0.4%
Lacroix,DEF,5.1,89,4.3,3.6,3.1,3.7,14.7,0.72,14.9%
Donnarumma,GK,5.7,94,3.8,3.8,3.4,3.7,14.7,0.64,0.6%
Schade,MID,7.0,81,3.0,3.1,4.3,4.2,14.6,0.52,54.7%
Kudus,MID,6.5,77,3.5,3.9,3.6,3.6,14.5,0.56,0.0%
Anderson,MID,5.4,80,4.0,3.5,3.7,3.3,14.5,0.67,11.7%
Welbeck,FWD,6.6,64,3.6,3.6,3.1,4.2,14.5,0.55,1.5%
Gakpo,MID,7.5,63,4.2,3.3,3.6,3.4,14.5,0.48,31.9%
A.Becker,GK,5.4,93,4.2,3.6,3.4,3.3,14.5,0.67,0.4%
Ramsdale,GK,4.8,93,3.6,4.0,3.7,3.2,14.4,0.75,0.0%
Rogers,MID,6.9,83,3.5,3.0,3.8,4.0,14.4,0.52,37.2%
O’Reilly,DEF,5.2,59,2.9,3.8,3.1,4.5,14.3,0.69,58.1%
Richards,DEF,4.6,87,4.1,3.6,3.0,3.6,14.3,0.78,8.6%
Tarkowski,DEF,5.4,92,3.7,4.4,3.0,3.1,14.3,0.66,13.7%
Damsgaard,MID,5.8,75,2.8,3.5,4.1,3.8,14.2,0.61,0.1%
João Pedro,FWD,7.4,77,3.9,3.5,3.8,3.1,14.2,0.48,0.6%
Enzo,MID,6.7,75,3.6,3.4,4.0,3.2,14.1,0.53,13.0%
Tonali,MID,5.4,83,3.6,3.8,3.4,3.2,14.1,0.65,0.0%
Thiaw,DEF,4.9,85,3.5,4.1,3.6,2.8,14.1,0.72,0.9%
Guéhi,DEF,5.1,90,4.1,3.6,2.8,3.6,14.1,0.69,0.5%
Eze,MID,7.8,59,3.9,3.1,3.9,3.2,14.1,0.45,0.0%
Tielemans,MID,5.9,85,3.6,3.2,3.7,3.6,14.1,0.60,0.3%
Bowen,FWD,7.6,85,3.7,3.5,3.9,3.0,14.0,0.46,0.2%
Dewsbury-Hall,MID,4.9,84,3.5,4.1,3.2,3.1,14.0,0.71,4.1%
Doku,MID,6.6,57,3.1,3.7,3.1,4.1,14.0,0.53,2.0%
Petrović,GK,4.5,94,3.7,3.2,3.0,4.0,14.0,0.78,8.9%
Verbruggen,GK,4.4,93,3.5,3.8,2.9,3.8,14.0,0.79,3.9%
Henderson,GK,5.0,94,3.8,3.4,3.1,3.5,13.9,0.69,0.0%
Neto,MID,7.2,60,3.3,3.4,3.8,3.2,13.8,0.48,0.1%
Leno,GK,4.9,92,3.0,3.5,3.6,3.7,13.8,0.70,0.0%
Mitchell,DEF,5.0,91,4.1,3.3,2.8,3.5,13.7,0.69,0.0%
Rúben,DEF,5.6,76,3.2,3.7,3.0,3.8,13.7,0.61,0.1%
Gvardiol,DEF,5.8,72,3.2,3.5,3.1,3.9,13.7,0.59,4.1%
De Ligt,DEF,5.0,85,3.9,3.6,3.5,2.7,13.6,0.68,0.2%
Evanilson,FWD,7.0,61,3.1,3.1,3.1,4.3,13.6,0.49,0.4%
Yeremy,MID,5.8,75,3.9,3.5,2.9,3.3,13.6,0.59,0.0%
Lammens,GK,5.0,91,3.7,3.5,3.4,3.0,13.6,0.68,0.0%
Livramento,DEF,4.9,90,3.5,4.0,3.5,2.7,13.6,0.69,0.0%
Scott,MID,5.0,82,3.7,3.4,3.1,3.2,13.4,0.67,0.0%
Ayari,MID,4.9,73,3.2,3.8,3.1,3.4,13.4,0.69,0.0%
Strand Larsen,FWD,6.3,74,3.7,3.3,2.7,3.7,13.3,0.53,0.4%
Van den Berg,DEF,4.5,90,2.4,3.2,4.0,3.7,13.3,0.74,20.6%
Muñoz,DEF,6.0,86,4.4,3.0,2.5,3.4,13.3,0.55,14.4%
Keane,DEF,4.6,85,3.5,4.1,2.8,2.9,13.3,0.72,4.8%
