Name,Position,Price,xMins,GW6,GW7,GW8,GW9,Total,/£M,Elite%
Haaland,FWD,14.2,84,84,81,77,75,317,5.6,3.8%
M.Salah,MID,14.5,82,82,85,82,79,328,5.7,98.5%
Palmer,MID,10.4,76,76,73,80,82,311,7.5,3.9%
B.Fernandes,MID,9.0,86,86,86,86,86,344,9.6,89.4%
Gyökeres,FWD,9.0,74,74,74,69,66,283,7.9,66.4%
Saka,MID,9.8,82,60,78,81,77,296,7.6,0.1%
Watkins,FWD,8.8,82,82,77,77,79,315,8.9,38.2%
Semenyo,MID,7.6,86,86,82,79,81,328,10.8,25.3%
Ndiaye,MID,6.5,74,74,77,78,72,301,11.6,2.0%
Isak,FWD,10.5,50,50,80,74,73,277,6.6,0.0%
João Pedro,FWD,7.8,76,76,74,71,71,292,9.4,16.4%
Cunha,MID,8.0,66,66,77,74,76,293,9.2,0.7%
Gabriel,DEF,6.1,86,86,85,84,84,339,13.9,8.1%
Mbeumo,MID,8.1,82,82,71,76,75,304,9.4,0.7%
Rogers,MID,7.0,84,84,82,84,84,334,11.9,10.1%
Raya,GK,5.5,92,92,91,92,89,364,16.5,12.9%
Xavi,MID,7.0,77,77,72,76,68,293,10.5,0.1%
Evanilson,FWD,7.0,81,81,70,73,77,301,10.8,14.9%
Reijnders,MID,5.7,80,80,73,71,67,291,12.8,56.1%
Kudus,MID,6.6,74,74,72,70,70,286,10.8,7.3%
Virgil,DEF,6.1,87,87,83,81,82,333,13.6,23.7%
Donnarumma,GK,5.5,93,93,93,92,90,368,16.7,0.0%
Foden,MID,8.0,62,62,55,55,52,224,7.0,0.0%
Anderson,MID,5.5,85,85,82,79,81,327,14.9,23.9%
Rice,MID,6.5,80,80,78,75,73,306,11.8,0.2%
Gvardiol,DEF,5.8,80,80,78,74,72,304,13.1,0.2%
Wirtz,MID,8.3,74,74,68,65,66,273,8.2,62.5%
Senesi,DEF,4.7,87,87,82,82,84,335,17.8,16.6%
Enzo,MID,6.7,87,87,83,82,81,333,12.4,1.0%
Thiago,FWD,6.0,77,77,76,69,73,295,12.3,10.0%
Saliba,DEF,6.0,87,87,83,80,84,334,13.9,0.1%
Neto,MID,7.0,67,67,63,63,64,257,9.2,0.1%
Tarkowski,DEF,5.5,86,86,86,87,86,345,15.7,6.8%
Damsgaard,MID,5.9,83,83,80,78,81,322,13.6,0.0%
Schade,MID,7.0,74,74,70,74,69,287,10.3,0.0%
Gakpo,MID,7.7,69,69,64,59,63,255,8.3,11.4%
Romero,DEF,5.1,87,87,86,85,87,345,16.9,10.0%
Vicario,GK,5.1,93,93,92,90,89,364,17.8,8.5%
Mateta,FWD,7.6,73,73,67,69,70,279,9.2,71.9%
Mitoma,MID,6.4,80,80,77,76,77,310,12.1,4.4%
Ødegaard,MID,7.9,69,58,68,65,66,257,8.1,0.0%
Georginio,MID,5.8,72,72,69,70,67,278,12.0,21.2%
Wood,FWD,7.6,73,73,71,72,64,280,9.2,9.6%
Rodrigo,MID,6.4,82,82,83,81,83,329,12.9,0.1%
J.Timber,DEF,5.7,74,74,67,66,59,266,11.7,0.2%
Bowen,FWD,7.7,89,89,81,83,83,336,10.9,1.1%
Petrović,GK,4.5,91,91,91,92,91,365,20.3,4.2%
Pedro Porro,DEF,5.6,73,73,71,72,67,283,12.6,78.2%
Šeško,FWD,7.3,77,77,73,67,71,288,9.9,0.0%
Eze,MID,7.5,61,61,54,56,56,227,7.6,0.3%
Murillo,DEF,5.5,88,88,83,78,83,332,15.1,46.8%
L.Paquetá,MID,5.9,82,82,82,74,73,311,13.2,21.1%
Martinez,GK,5.0,93,93,91,93,90,367,18.4,0.0%
Stach,MID,5.0,83,83,82,79,79,323,16.1,6.4%
Strand Larsen,FWD,6.4,64,64,77,72,72,285,11.1,25.2%
Cucurella,DEF,6.2,78,78,76,75,75,304,12.3,1.0%
Caicedo,MID,5.6,86,86,84,82,84,336,15.0,0.2%
Minteh,MID,5.9,74,74,72,71,71,288,12.2,1.4%
Agbadou,DEF,4.5,89,89,85,82,83,339,18.8,5.7%
A.Becker,GK,5.5,91,91,89,86,80,346,15.7,0.4%
Pickford,GK,5.5,93,93,91,90,90,364,16.5,0.0%
Diakité,DEF,4.5,88,88,86,82,86,342,19.0,0.5%
Calafiori,DEF,5.7,66,66,58,58,52,234,10.3,0.5%
O.Dango,MID,6.0,71,71,73,66,70,280,11.7,3.5%
Dewsbury-Hall,MID,5.0,82,82,78,78,71,309,15.4,10.3%
Gordon,MID,7.4,66,66,64,61,60,251,8.5,0.0%
Truffert,DEF,4.5,88,88,84,84,80,336,18.7,0.1%
Tavernier,MID,5.5,68,68,60,63,61,252,11.5,0.1%
Mac Allister,MID,6.4,72,72,70,67,71,280,10.9,0.0%
Bruno G.,MID,6.5,83,83,81,81,84,329,12.7,0.4%
Konaté,DEF,5.5,81,81,78,78,75,312,14.2,0.0%
Joelinton,MID,5.9,79,79,80,75,74,308,13.1,0.0%
N.Williams,DEF,5.0,85,85,84,76,79,324,16.2,21.2%
Woltemade,FWD,7.0,74,74,74,62,55,265,9.5,1.7%
Cash,DEF,4.5,76,76,80,74,79,309,17.2,0.4%
Sels,GK,5.0,90,90,92,90,89,361,18.1,8.5%
Pope,GK,5.0,92,92,87,88,85,352,17.6,1.6%
Anthony,MID,5.5,76,76,74,74,74,298,13.5,0.0%
Kluivert,MID,7.0,43,43,57,60,59,219,7.8,0.1%
Gibbs-White,MID,7.5,71,71,69,71,66,277,9.2,0.2%
Van de Ven,DEF,4.7,84,84,85,80,80,329,17.5,12.6%
Milenković,DEF,5.5,88,88,85,87,81,341,15.5,1.8%
Tonali,MID,5.4,81,81,85,81,81,328,15.2,0.4%
Sánchez,GK,5.0,80,80,84,81,82,327,16.4,58.3%
Konsa,DEF,4.5,88,88,89,83,85,345,19.2,5.1%
Verbruggen,GK,4.5,93,93,93,92,91,369,20.5,5.3%
Andersen,DEF,4.5,90,90,90,85,89,354,19.7,85.4%
Dorgu,DEF,4.5,75,75,72,71,66,284,15.8,12.0%
Zubimendi,MID,5.4,83,83,81,79,77,320,14.8,0.0%
Roefs,GK,4.5,93,93,91,90,91,365,20.3,0.0%
Bogle,DEF,4.5,84,84,78,76,77,315,17.5,0.0%
Gravenberch,MID,5.5,82,82,78,78,76,314,14.3,0.0%
Frimpong,DEF,5.9,54,54,70,69,71,264,11.2,0.0%
Kelleher,GK,4.5,92,92,92,92,93,369,20.5,2.3%
Collins,DEF,5.0,89,89,86,87,82,344,17.2,0.0%
Rodon,DEF,4.0,87,87,82,83,83,335,20.9,7.8%
Henderson,GK,5.0,91,91,91,90,90,362,18.1,0.1%
Iwobi,MID,6.5,76,76,74,75,74,299,11.5,0.0%
Gomes,MID,5.4,84,84,82,80,74,320,14.8,0.0%
Yeremy,MID,6.0,77,77,71,70,66,284,11.8,0.0%
Rúben,DEF,5.5,75,75,77,70,65,287,13.0,0.0%
Lacroix,DEF,5.1,88,88,81,82,82,333,16.3,26.2%
Mykolenko,DEF,4.9,85,85,78,78,79,320,16.3,0.0%
Dúbravka,GK,4.0,92,92,90,90,91,363,22.7,95.5%
Sarr,MID,6.5,85,35,75,80,79,269,10.3,8.1%
Leno,GK,5.0,91,91,92,91,90,364,18.2,0.0%
J.Arias,MID,5.3,61,61,61,60,60,242,11.4,0.3%
Muñoz,DEF,5.6,85,85,86,82,80,333,14.9,24.7%
Lammens,GK,5.0,71,71,85,89,85,330,16.5,0.0%
Gudmundsson,DEF,4.0,81,81,78,75,76,310,19.4,7.1%
De Ligt,DEF,5.0,81,81,77,76,73,307,15.3,0.0%
Toti,DEF,4.4,86,86,87,84,82,339,19.3,0.0%
Hermansen,GK,4.5,92,92,92,89,90,363,20.2,0.1%
Ndoye,MID,6.1,67,67,60,63,60,250,10.2,0.2%
O'Brien,DEF,5.0,85,85,79,82,83,329,16.4,0.0%
Estève,DEF,4.0,88,88,85,89,85,347,21.7,71.9%
Diarra,MID,5.5,82,82,76,74,76,308,14.0,0.0%
Hall,DEF,5.4,70,70,72,71,74,287,13.3,0.0%
Van den Berg,DEF,4.5,85,85,87,81,82,335,18.6,0.0%
Richards,DEF,4.5,86,86,84,81,80,331,18.4,15.4%
Calvert-Lewin,FWD,5.5,54,54,53,52,50,209,9.5,0.0%
P.M.Sarr,MID,5.0,68,68,67,63,63,261,13.1,0.1%
Guéhi,DEF,4.7,90,90,88,87,84,349,18.6,1.6%
Wharton,MID,5.0,74,74,81,80,80,315,15.8,0.0%
Van Hecke,DEF,4.5,88,88,86,78,83,335,18.6,0.0%
Marmoush,MID,8.3,50,8,37,55,58,158,4.8,0.0%
Beto,FWD,5.4,57,57,57,55,53,222,10.3,0.0%
Lukić,MID,5.0,81,81,85,77,74,317,15.8,0.1%
Xhaka,MID,5.0,81,81,82,82,82,327,16.4,0.2%
Kilman,DEF,4.4,84,84,85,82,84,335,19.0,0.1%
Burn,DEF,5.0,86,86,76,70,74,306,15.3,0.5%
Szoboszlai,MID,6.5,53,53,57,57,54,221,8.5,0.0%
Chalobah,DEF,5.1,66,66,65,59,61,251,12.3,0.0%
Ekdal,DEF,4.0,88,88,79,81,81,329,20.6,0.1%
Doku,MID,6.4,58,58,49,44,45,196,7.7,0.0%
Amad,MID,6.3,67,67,60,55,58,240,9.5,0.0%
Welbeck,FWD,6.3,55,55,53,51,53,212,8.4,0.0%
Tielemans,MID,5.9,78,32,73,79,77,261,11.1,16.3%
Livramento,DEF,5.1,83,83,75,76,74,308,15.1,0.2%
Okafor,MID,5.5,63,63,54,52,59,228,10.4,0.0%
Dunk,DEF,4.5,84,84,81,78,76,319,17.7,0.0%
Perri,GK,4.5,95,41,74,91,90,296,16.4,0.8%
Mings,DEF,4.5,72,72,72,70,69,283,15.7,0.0%
Ward-Prowse,MID,5.9,80,80,77,74,73,304,12.9,0.0%
Yoro,DEF,4.5,80,80,79,70,69,298,16.6,0.0%
Garner,MID,5.0,69,69,68,70,68,275,13.8,0.0%
Kamara,MID,4.9,84,84,73,73,68,298,15.2,0.0%
Mitchell,DEF,5.0,81,81,80,79,80,320,16.0,0.0%
McGinn,MID,5.5,71,71,55,57,54,237,10.8,0.0%
Grealish,MID,6.8,78,78,75,0,71,224,8.2,0.5%
Ampadu,MID,4.9,77,77,77,79,73,306,15.6,0.0%
Gana,MID,5.4,70,70,69,70,69,278,12.9,0.0%
André,MID,5.4,78,78,75,73,73,299,13.8,0.0%
Wieffer,MID,4.9,75,75,59,69,66,269,13.7,0.0%
Elliott,MID,5.4,59,59,52,46,52,209,9.7,0.3%
Bernardo,MID,6.4,66,66,56,53,51,226,8.8,0.0%
J.Palhinha,MID,5.5,69,69,64,67,71,271,12.3,0.0%
Robinson,DEF,5.0,83,83,82,80,80,325,16.3,0.0%
Muniz,FWD,5.5,58,58,56,56,53,223,10.1,0.6%
Estêvão,MID,6.5,53,53,47,49,45,194,7.5,0.0%
Cullen,MID,5.0,78,78,73,70,69,290,14.5,0.0%
Digne,DEF,4.5,57,57,58,59,57,231,12.8,0.0%
Diouf,DEF,4.4,86,86,85,78,76,325,18.5,2.4%
Tete,DEF,4.5,78,78,76,74,73,301,16.7,0.2%
M.Fernandes,MID,5.5,64,64,66,60,62,252,11.5,0.0%
Adingra,MID,5.4,67,67,60,58,62,247,11.4,0.1%
Hannibal,MID,5.0,67,67,66,64,61,258,12.9,0.0%
Bruun Larsen,MID,5.4,54,54,54,54,55,217,10.0,0.0%
Mukiele,DEF,4.0,75,75,79,68,72,294,18.4,0.1%
Bobb,MID,5.5,50,50,46,45,39,180,8.2,0.0%
Talbi,MID,5.0,64,64,62,61,59,246,12.3,0.0%
Munetsi,MID,5.5,60,60,61,55,59,235,10.7,0.0%
Richarlison,FWD,6.7,57,57,39,33,31,160,6.0,0.1%
Yarmoliuk,MID,5.0,72,72,72,64,69,277,13.8,0.0%
Branthwaite,DEF,5.3,43,43,59,81,79,262,12.4,0.0%
Tosin,DEF,4.5,63,63,58,52,53,226,12.6,1.0%
Douglas Luiz,MID,5.0,60,60,58,58,55,231,11.6,0.0%
Ekitiké,FWD,8.8,49,49,36,41,38,164,4.7,2.3%
Kerkez,DEF,5.9,61,61,58,62,54,235,10.0,0.2%
Sancho,MID,5.9,48,48,55,48,46,197,8.3,0.0%
Reinildo,DEF,4.0,80,80,85,76,78,319,19.9,0.1%
Sadiki,MID,5.0,78,78,76,77,75,306,15.3,0.0%
Garnacho,MID,6.4,45,45,37,37,38,157,6.1,0.0%
Hartman,DEF,4.0,72,72,74,74,70,290,18.1,0.4%
Schär,DEF,5.5,78,33,61,67,68,229,10.4,0.6%
Bassey,DEF,4.5,88,88,85,83,83,339,18.8,0.0%
Foster,FWD,5.0,56,56,55,54,52,217,10.8,0.0%
Elanga,MID,7.0,41,41,45,45,48,179,6.4,0.4%
Henderson,MID,5.0,69,69,67,62,59,257,12.8,0.0%
Barnes,MID,6.5,53,53,47,43,31,174,6.7,2.4%
Bergvall,MID,5.4,58,58,56,51,54,219,10.1,0.0%
Alderete,DEF,4.0,72,72,63,60,57,252,15.8,0.4%
Ayari,MID,4.9,57,57,55,54,57,223,11.4,0.0%
Zinchenko,DEF,4.9,63,63,58,58,56,235,12.0,0.0%
Hudson-Odoi,MID,6.0,52,52,51,48,52,203,8.5,0.0%
Adams,MID,5.0,76,76,61,50,49,236,11.8,0.0%
Berge,MID,5.0,73,73,73,72,73,291,14.6,0.0%
De Cuyper,DEF,4.5,46,46,66,59,65,236,13.1,0.6%
Summerville,MID,5.5,56,56,54,53,49,212,9.6,0.0%
King,MID,4.5,58,58,54,52,49,213,11.8,5.5%
