Name,Position,Price,xMins,GW2,GW3,GW4,GW5,Total,/£M,Elite%
M.Salah,MID,14.5,89,89,86,83,86,344,5.9,97.8%
Palmer,MID,10.5,90,90,84,85,81,340,8.1,98.7%
Haaland,FWD,14.0,87,87,85,78,77,327,5.8,1.7%
Eze,MID,7.5,86,86,83,79,80,328,10.9,0.5%
Saka,MID,10.0,85,85,85,82,81,333,8.3,3.2%
Mateta,FWD,7.5,85,85,84,78,81,328,10.9,49.7%
B.Fernandes,MID,9.0,90,90,86,84,81,341,9.5,87.1%
Marmoush,MID,8.5,76,76,68,70,67,281,8.3,1.2%
Watkins,FWD,9.0,84,84,81,81,80,326,9.1,46.7%
Semenyo,MID,7.0,88,88,87,82,83,340,12.1,0.2%
Evanilson,FWD,7.0,81,81,82,76,75,314,11.2,15.4%
Wirtz,MID,8.5,80,80,79,79,77,315,9.3,68.0%
Sarr,MID,6.5,82,82,77,73,75,307,11.8,6.9%
Ødegaard,MID,8.0,81,81,82,79,75,317,9.9,0.0%
Rogers,MID,7.0,86,86,84,84,81,335,12.0,11.3%
Muñoz,DEF,5.5,89,89,88,83,79,339,15.4,5.9%
Bowen,FWD,8.0,89,89,87,84,82,342,10.7,3.3%
Tavernier,MID,5.5,81,81,73,73,72,299,13.6,0.1%
Ndiaye,MID,6.5,77,77,74,72,75,298,11.5,2.7%
Gyökeres,FWD,9.0,60,60,60,62,64,246,6.8,0.4%
Tielemans,MID,6.0,85,85,81,82,78,326,13.6,12.8%
Virgil,DEF,6.0,89,89,87,85,83,344,14.3,5.6%
Gordon,MID,7.5,80,80,77,60,60,277,9.2,0.2%
Enzo,MID,6.5,90,90,88,81,80,339,13.0,0.2%
Gakpo,MID,7.5,68,68,69,66,66,269,9.0,4.4%
Strand Larsen,FWD,6.5,87,87,78,77,76,318,12.2,59.7%
Rice,MID,6.5,83,83,79,77,76,315,12.1,0.1%
Lacroix,DEF,5.0,91,91,85,84,79,339,16.9,3.5%
Joelinton,MID,6.0,84,84,82,77,76,319,13.3,0.0%
Murillo,DEF,5.5,89,89,86,83,79,337,15.3,66.5%
Wood,FWD,7.5,84,84,81,79,76,320,10.7,1.0%
Georginio,MID,6.0,77,77,74,66,70,287,12.0,26.2%
Mitoma,MID,6.5,86,86,78,82,75,321,12.3,2.2%
L.Paquetá,MID,6.0,83,83,81,74,75,313,13.0,5.8%
Anderson,MID,5.5,83,83,82,79,81,325,14.8,14.2%
Ekitiké,FWD,8.5,61,61,65,57,54,237,7.0,2.1%
J.Arias,MID,5.5,77,77,74,71,72,294,13.4,0.4%
Damsgaard,MID,6.0,86,86,81,77,80,324,13.5,0.0%
Thiago,FWD,6.0,79,79,74,60,46,259,10.8,10.0%
Richards,DEF,4.5,87,87,81,87,82,337,18.7,14.7%
Raúl,FWD,6.5,76,76,71,62,61,270,10.4,0.0%
Iwobi,MID,6.5,83,83,80,78,71,312,12.0,0.0%
Mac Allister,MID,6.5,77,77,71,76,73,297,11.4,0.0%
Cunha,MID,8.0,75,75,72,68,64,279,8.7,0.0%
Bruno G.,MID,6.5,87,87,85,81,80,333,12.8,0.0%
Guéhi,DEF,4.5,93,93,89,88,88,358,19.9,0.9%
Raya,GK,5.5,92,92,91,88,87,358,16.3,0.9%
Neto,MID,7.0,75,75,68,70,60,273,9.8,0.1%
Cucurella,DEF,6.0,92,92,86,82,85,345,14.4,1.2%
Gabriel,DEF,6.0,88,88,82,81,81,332,13.8,1.4%
Schade,MID,7.0,77,58,74,71,65,268,9.6,0.0%
Andersen,DEF,4.5,93,93,90,88,87,358,19.9,83.3%
Martinez,GK,5.0,92,92,92,93,93,370,18.5,0.0%
Solanke,FWD,7.5,57,57,71,68,75,271,9.0,0.3%
Gibbs-White,MID,7.5,79,79,79,75,75,308,10.3,0.0%
Sánchez,GK,5.0,92,92,92,92,89,365,18.3,67.0%
Mbeumo,MID,8.0,75,75,66,69,73,283,8.8,0.0%
