Name,Position,Price,xMins,GW3,GW4,GW5,GW6,Total,/£M,Elite%
M.Salah,MID,14.5,88,88,86,83,85,342,5.9,96.8%
Haaland,FWD,14.1,88,88,83,82,77,330,5.9,2.6%
Palmer,MID,10.5,91,91,88,82,82,343,8.2,98.8%
B.Fernandes,MID,9.0,88,88,87,83,85,343,9.5,87.5%
Watkins,FWD,9.0,85,85,82,80,78,325,9.0,46.0%
Mateta,FWD,7.5,90,90,81,85,77,333,11.1,50.1%
Saka,MID,10.0,87,87,82,84,82,335,8.4,4.2%
Gyökeres,FWD,9.0,79,79,76,75,73,303,8.4,1.7%
Wirtz,MID,8.5,81,81,78,72,75,306,9.0,66.8%
Rogers,MID,7.0,87,87,84,83,79,333,11.9,11.0%
Murillo,DEF,5.5,89,89,86,86,83,344,15.6,66.2%
Sarr,MID,6.5,88,88,82,81,79,330,12.7,7.6%
Virgil,DEF,6.0,88,88,92,88,82,350,14.6,5.5%
Semenyo,MID,7.1,85,85,81,80,79,325,11.4,1.2%
Wood,FWD,7.6,83,83,76,74,76,309,10.2,1.0%
Tielemans,MID,6.0,84,84,78,80,80,322,13.4,12.6%
Solanke,FWD,7.4,59,59,71,71,73,274,9.3,0.2%
Strand Larsen,FWD,6.5,84,84,83,81,77,325,12.5,59.4%
Evanilson,FWD,7.0,83,83,77,80,76,316,11.3,16.5%
Ekitiké,FWD,8.6,73,73,67,62,61,263,7.6,1.7%
Gakpo,MID,7.5,66,66,64,64,63,257,8.6,4.2%
Cunha,MID,8.0,75,75,74,73,69,291,9.1,0.1%
Milenković,DEF,5.5,89,89,90,85,84,348,15.8,2.6%
Ndiaye,MID,6.5,80,80,74,74,69,297,11.4,2.6%
Gibbs-White,MID,7.5,78,78,79,75,75,307,10.2,0.0%
Anderson,MID,5.5,83,83,77,78,77,315,14.3,12.8%
Pedro Porro,DEF,5.5,86,86,76,76,76,314,14.3,95.0%
Bowen,FWD,7.9,92,92,83,86,85,346,10.9,2.5%
N.Williams,DEF,5.0,89,89,78,73,77,317,15.8,33.5%
Isak,FWD,10.4,0,0,85,83,84,252,6.1,0.0%
Marmoush,MID,8.4,48,48,56,48,54,206,6.1,1.1%
Mac Allister,MID,6.5,84,84,77,78,74,313,12.0,0.0%
Martinez,GK,5.0,94,94,93,92,93,372,18.6,0.0%
Enzo,MID,6.5,89,89,90,89,84,352,13.5,0.1%
Mbeumo,MID,8.0,79,79,75,73,75,302,9.4,0.1%
Gordon,MID,7.5,79,79,68,64,63,274,9.1,0.2%
Ødegaard,MID,8.0,84,84,80,76,76,316,9.9,0.0%
A.Becker,GK,5.5,94,94,89,87,79,349,15.9,0.3%
Rice,MID,6.5,85,85,81,80,77,323,12.4,0.1%
Konaté,DEF,5.5,84,84,78,79,78,319,14.5,0.0%
Kudus,MID,6.5,64,64,65,61,61,251,9.7,0.5%
Aina,DEF,5.0,90,90,89,85,86,350,17.5,0.0%
Šeško,FWD,7.5,76,76,74,75,72,297,9.9,0.0%
Sels,GK,5.0,93,93,91,92,91,367,18.4,10.5%
Caicedo,MID,5.5,90,90,87,88,85,350,15.9,0.0%
L.Paquetá,MID,5.9,79,79,78,77,70,304,12.9,5.5%
Damsgaard,MID,5.9,83,83,81,80,77,321,13.6,0.0%
