Name,Position,Price,xMins,GW2,GW3,GW4,GW5,Total,/£M,Elite%
M.Salah,MID,14.5,91,6.0,5.5,6.2,7.0,24.7,0.43,97.8%
Palmer,MID,10.5,89,5.9,6.4,5.1,5.1,22.5,0.54,98.7%
Saka,MID,10.0,86,6.7,4.0,5.6,4.8,21.2,0.53,3.2%
Haaland,FWD,14.0,87,6.3,5.1,5.7,4.1,21.2,0.38,1.7%
Eze,MID,7.5,87,5.3,4.3,6.0,4.6,20.3,0.68,0.5%
B.Fernandes,MID,9.0,89,5.0,5.9,3.8,4.5,19.2,0.53,87.1%
Watkins,FWD,9.0,82,4.6,5.0,4.4,5.3,19.2,0.53,46.7%
Mateta,FWD,7.5,87,4.9,4.0,5.8,4.3,19.0,0.63,49.7%
Wirtz,MID,8.5,83,4.4,4.2,4.9,5.3,18.8,0.55,68.0%
Semenyo,MID,7.1,90,5.4,4.0,4.6,4.2,18.2,0.64,0.2%
Evanilson,FWD,7.0,83,5.2,4.1,4.5,4.4,18.2,0.65,15.4%
Sarr,MID,6.5,85,4.7,3.8,5.5,4.1,18.1,0.70,6.9%
Strand Larsen,FWD,6.5,83,4.1,4.5,3.6,4.6,16.8,0.65,59.7%
Ødegaard,MID,8.0,82,5.0,3.4,4.4,3.8,16.6,0.52,0.0%
Gakpo,MID,7.5,71,3.9,3.5,4.3,4.7,16.4,0.55,4.4%
Gyökeres,FWD,9.0,61,4.9,3.2,4.3,3.9,16.3,0.45,0.4%
Rogers,MID,7.0,89,4.0,4.3,3.7,4.4,16.3,0.58,11.3%
Virgil,DEF,6.0,90,3.8,3.7,4.4,4.4,16.3,0.68,5.6%
Tielemans,MID,6.0,88,4.0,4.3,3.8,4.1,16.2,0.68,12.8%
Enzo,MID,6.5,90,4.1,4.3,3.9,3.7,16.1,0.62,0.2%
Muñoz,DEF,5.5,89,4.3,3.0,5.1,3.5,15.9,0.72,5.9%
Bowen,FWD,8.0,92,3.9,3.7,4.1,4.1,15.9,0.50,3.3%
