Name,Position,Price,xMins,GW15,GW16,GW17,GW18,Total,/£M,Elite%
Haaland,FWD,15.0,87,7.0,5.0,7.3,5.3,24.7,0.41,93.2%
Saka,MID,10.1,84,5.1,7.1,5.3,5.7,23.2,0.58,74.4%
B.Fernandes,MID,9.0,88,5.7,5.7,4.6,5.4,21.4,0.59,93.1%
Palmer,MID,10.3,63,3.8,5.7,4.5,5.1,19.1,0.46,0.3%
Mateta,FWD,8.1,85,4.6,4.3,4.9,5.2,19.1,0.59,83.2%
Foden,MID,8.3,76,5.2,4.0,5.3,4.3,18.8,0.57,25.4%
Thiago,FWD,6.8,81,4.1,4.8,4.6,4.4,17.9,0.66,31.2%
Isak,FWD,10.4,64,3.5,4.3,4.5,5.6,17.9,0.43,0.1%
Semenyo,MID,7.7,86,4.1,4.1,5.4,4.1,17.7,0.58,60.8%
Cunha,MID,7.9,80,4.6,4.6,4.1,4.2,17.5,0.55,11.6%
J.Timber,DEF,6.4,89,3.9,5.4,3.8,4.4,17.5,0.68,51.3%
Schade,MID,7.0,80,4.1,4.6,4.3,4.3,17.4,0.62,0.3%
Woltemade,FWD,7.4,86,5.4,4.2,3.9,3.8,17.3,0.58,4.2%
Gyökeres,FWD,8.8,62,3.5,5.5,3.9,4.1,17.0,0.48,0.4%
Virgil,DEF,6.0,91,4.4,3.9,3.7,4.6,16.6,0.69,77.8%
Gordon,MID,7.2,69,5.1,4.1,3.8,3.4,16.5,0.57,0.1%
Raúl,FWD,6.2,78,4.0,4.1,4.3,3.9,16.4,0.66,0.2%
Raya,GK,5.9,93,3.7,4.4,3.9,4.0,16.0,0.68,71.4%
Andersen,DEF,4.5,86,3.7,4.4,4.1,3.7,15.8,0.88,78.6%
Damsgaard,MID,5.8,77,3.6,4.1,4.1,4.0,15.8,0.68,0.0%
Szoboszlai,MID,6.6,85,4.2,3.8,3.5,4.3,15.8,0.60,4.6%
Welbeck,FWD,6.6,71,4.7,3.4,4.7,2.9,15.6,0.59,1.9%
Minteh,MID,6.3,80,4.7,3.3,4.4,2.9,15.4,0.61,57.3%
Ødegaard,MID,7.8,73,3.6,4.6,3.6,3.6,15.4,0.49,0.0%
Donnarumma,GK,5.7,93,4.3,3.5,3.8,3.7,15.3,0.67,0.5%
Watkins,FWD,8.5,67,3.1,4.1,4.4,3.6,15.1,0.45,0.2%
Van den Berg,DEF,4.5,89,3.4,4.2,3.9,3.6,15.1,0.84,3.8%
Lacroix,DEF,5.1,90,3.9,3.3,3.9,4.0,15.0,0.74,35.9%
O’Reilly,DEF,5.2,61,3.9,2.7,4.6,3.9,15.0,0.72,11.4%
Gakpo,MID,7.5,58,3.4,3.4,3.6,4.5,15.0,0.50,2.1%
Rice,MID,7.1,84,2.8,4.5,3.8,4.0,15.0,0.53,0.8%
Bruno G.,MID,6.8,85,4.5,4.0,3.4,3.1,15.0,0.55,0.6%
Wirtz,MID,8.0,64,3.5,3.4,3.6,4.5,14.9,0.47,0.3%
Tavernier,MID,5.5,82,3.6,3.4,4.6,3.3,14.9,0.68,3.2%
Enzo,MID,6.7,76,3.5,4.2,3.4,3.7,14.8,0.55,42.9%
L.Paquetá,MID,5.9,82,3.6,3.9,3.1,4.1,14.7,0.62,1.0%
Neto,MID,7.2,69,3.5,4.1,3.2,3.7,14.6,0.51,0.1%
Bowen,FWD,7.5,83,3.5,4.0,3.2,3.9,14.6,0.49,0.4%
Yeremy,MID,5.8,78,3.7,3.5,3.7,3.7,14.6,0.63,0.0%
Guéhi,DEF,5.1,93,3.8,3.0,4.0,3.8,14.6,0.72,1.8%
Konaté,DEF,5.4,87,4.0,3.6,3.2,3.8,14.6,0.67,0.5%
Rogers,MID,6.9,84,3.2,4.1,4.1,3.1,14.4,0.52,0.1%
