Name,Position,Price,xMins,GW14,GW15,GW16,GW17,Total,/£M,Elite%
Haaland,FWD,14.9,86,5.5,6.7,5.0,6.9,24.1,0.40,97.8%
Saka,MID,10.1,83,6.3,4.8,6.4,4.9,22.5,0.56,30.4%
B.Fernandes,MID,8.9,87,6.0,5.5,5.6,4.8,21.8,0.61,53.1%
Cunha,MID,7.9,81,5.5,4.9,4.7,4.1,19.1,0.61,2.4%
Foden,MID,8.1,81,4.5,5.0,4.1,5.1,18.6,0.57,74.0%
J.Timber,DEF,6.4,85,4.9,3.9,5.4,4.0,18.1,0.71,14.6%
Mateta,FWD,8.1,84,4.9,4.3,4.1,4.5,17.8,0.55,33.0%
M.Salah,MID,14.1,85,6.6,5.4,5.7,0.0,17.8,0.31,54.4%
Semenyo,MID,7.8,87,4.7,4.2,3.5,5.0,17.4,0.56,27.1%
Isak,FWD,10.4,79,4.8,3.9,4.3,4.3,17.3,0.42,0.0%
Woltemade,FWD,7.4,85,4.6,5.0,3.9,3.8,17.2,0.58,0.2%
Palmer,MID,10.3,46,3.1,3.9,5.6,4.3,16.8,0.41,0.3%
Virgil,DEF,6.0,92,5.0,4.2,3.9,3.6,16.7,0.70,39.3%
Thiago,FWD,6.7,87,3.3,4.1,4.8,4.4,16.5,0.62,84.3%
Rice,MID,7.0,86,4.5,3.7,4.5,3.7,16.5,0.59,0.2%
Raúl,FWD,6.2,80,3.6,4.0,4.2,4.5,16.4,0.66,0.2%
Raya,GK,5.9,90,4.1,3.7,4.4,3.9,16.2,0.69,31.9%
Calafiori,DEF,5.8,74,4.7,3.4,4.3,3.7,16.1,0.69,0.8%
Andersen,DEF,4.5,91,3.3,4.0,4.2,4.1,15.6,0.87,37.6%
Minteh,MID,6.2,79,3.8,4.4,3.2,4.2,15.5,0.62,24.0%
Ødegaard,MID,7.8,67,4.1,3.1,4.5,3.5,15.3,0.49,0.0%
Konaté,DEF,5.4,88,4.6,3.8,3.5,3.4,15.2,0.70,0.1%
Tavernier,MID,5.5,74,3.9,3.4,3.3,4.5,15.1,0.69,2.9%
Anderson,MID,5.4,86,4.2,3.5,3.8,3.6,15.1,0.70,11.7%
Lacroix,DEF,5.1,90,4.3,3.8,3.1,3.8,15.1,0.74,14.9%
Bruno G.,MID,6.7,88,4.0,4.2,3.5,3.3,15.0,0.56,0.1%
Gyökeres,FWD,8.8,36,2.7,3.1,5.2,4.0,14.9,0.42,0.4%
Gordon,MID,7.2,55,3.5,4.2,3.6,3.6,14.9,0.52,0.1%
Donnarumma,GK,5.7,93,3.8,3.9,3.6,3.5,14.8,0.65,0.6%
Doku,MID,6.6,64,3.5,4.0,3.2,4.1,14.7,0.56,2.0%
Tonali,MID,5.4,83,3.7,4.0,3.6,3.4,14.7,0.68,0.0%
A.Becker,GK,5.4,94,4.2,3.6,3.7,3.2,14.7,0.68,0.4%
Gvardiol,DEF,5.8,77,3.5,4.1,3.1,4.1,14.7,0.63,4.1%
Mbeumo,MID,8.6,85,5.3,4.6,4.7,0.0,14.7,0.43,4.0%
Damsgaard,MID,5.8,80,3.0,3.5,4.1,3.9,14.5,0.63,0.1%
Thiaw,DEF,4.9,89,3.7,4.3,3.6,2.9,14.5,0.74,0.9%
Watkins,FWD,8.5,66,3.4,3.0,4.0,4.1,14.5,0.43,0.4%
Kudus,MID,6.5,83,3.6,3.8,3.6,3.5,14.5,0.56,0.0%
Welbeck,FWD,6.6,63,3.4,4.3,3.0,3.8,14.5,0.55,1.5%
Enzo,MID,6.7,79,3.7,3.6,3.8,3.2,14.4,0.54,13.0%
Rogers,MID,6.9,78,3.4,3.2,4.0,3.9,14.4,0.52,37.2%
Neto,MID,7.2,76,4.0,3.4,3.8,3.2,14.4,0.50,0.1%
Strand Larsen,FWD,6.3,85,4.1,3.7,2.7,3.8,14.3,0.57,0.4%
Evanilson,FWD,7.0,78,3.8,3.2,3.2,4.1,14.3,0.51,0.4%
O’Reilly,DEF,5.2,61,3.0,3.9,2.7,4.6,14.3,0.69,58.1%
Guéhi,DEF,5.1,92,4.2,3.5,3.0,3.7,14.2,0.70,0.5%
Schade,MID,7.0,83,3.0,3.1,4.0,4.1,14.2,0.51,54.7%
Szoboszlai,MID,6.6,85,4.6,3.1,3.2,3.3,14.2,0.54,4.3%
Tarkowski,DEF,5.4,92,3.7,4.4,3.0,3.0,14.2,0.66,13.7%
Bowen,FWD,7.6,90,3.8,3.5,3.8,3.1,14.2,0.47,0.2%
Richards,DEF,4.6,85,4.0,3.7,2.9,3.6,14.2,0.77,8.6%
Tielemans,MID,5.9,82,3.5,3.1,3.7,3.8,14.0,0.59,0.3%
Verbruggen,GK,4.4,93,3.4,3.8,2.9,3.9,14.0,0.79,3.9%
Gakpo,MID,7.5,59,3.9,3.3,3.3,3.5,14.0,0.47,31.9%
João Pedro,FWD,7.4,76,3.8,3.2,3.7,3.2,13.9,0.47,0.6%
Mitchell,DEF,5.0,93,4.1,3.4,2.8,3.6,13.9,0.70,0.0%
Rúben,DEF,5.6,81,3.4,4.0,3.1,3.4,13.9,0.62,0.1%
Petrović,GK,4.5,93,3.7,3.2,3.1,3.9,13.9,0.77,8.9%
De Ligt,DEF,5.0,86,4.0,3.8,3.4,2.7,13.9,0.69,0.2%
Yeremy,MID,5.8,77,3.9,3.6,2.9,3.5,13.9,0.60,0.0%
Dewsbury-Hall,MID,4.9,88,3.6,4.0,3.1,3.1,13.9,0.71,4.1%
Lammens,GK,5.0,93,3.8,3.6,3.4,3.1,13.8,0.69,0.0%
Keane,DEF,4.6,89,3.6,4.3,2.9,3.0,13.8,0.75,4.8%
Livramento,DEF,4.9,88,3.5,4.2,3.4,2.7,13.8,0.70,0.0%
Georginio,MID,5.7,68,2.7,4.0,3.0,4.1,13.8,0.60,0.7%
Matheus N.,DEF,5.3,77,3.4,3.9,2.8,3.6,13.7,0.65,0.1%
Leno,GK,4.9,92,3.0,3.4,3.7,3.7,13.7,0.70,0.0%
Ayari,MID,4.9,80,3.4,3.6,2.8,3.8,13.7,0.70,0.0%
Sánchez,GK,4.8,87,3.5,3.2,3.7,3.2,13.6,0.71,1.9%
Henderson,GK,5.0,93,3.7,3.4,3.1,3.5,13.6,0.68,0.0%
Scott,MID,5.0,84,3.7,3.4,3.1,3.3,13.5,0.68,0.0%
Eze,MID,7.8,47,3.2,3.2,4.2,3.0,13.5,0.43,0.0%
Tete,DEF,4.5,89,2.8,3.5,3.8,3.5,13.5,0.75,0.3%
Cash,DEF,4.7,83,3.3,2.8,3.7,3.6,13.5,0.72,53.2%
Cucurella,DEF,6.2,78,3.7,3.2,3.9,2.6,13.4,0.54,0.2%
Sels,GK,4.7,91,3.5,3.2,3.4,3.2,13.3,0.71,0.2%
Van den Berg,DEF,4.5,91,2.5,3.2,4.0,3.6,13.3,0.74,20.6%
Kelleher,GK,4.5,93,2.8,3.2,3.8,3.5,13.2,0.74,9.0%
Vicario,GK,5.0,93,3.1,3.6,3.4,3.1,13.2,0.66,0.6%
Van Hecke,DEF,4.4,85,3.2,3.9,2.4,3.6,13.2,0.75,2.7%
Muñoz,DEF,6.0,91,4.6,2.9,2.4,3.3,13.1,0.55,14.4%
Wirtz,MID,8.0,53,3.3,3.2,3.3,3.3,13.1,0.41,0.3%
Martinez,GK,5.1,91,3.2,2.9,3.6,3.5,13.1,0.64,47.1%
Chalobah,DEF,5.2,81,3.8,3.0,3.5,2.9,13.1,0.63,0.2%
Collins,DEF,4.9,91,2.7,3.0,3.8,3.6,13.1,0.67,29.9%
