Name,Position,Price,xMins,GW24,GW25,GW26,GW27,Total,/£M,Elite%
Saka,MID,10.0,76,5.0,6.0,9.2,4.7,24.8,0.62,74.2%
B.Fernandes,MID,9.5,89,6.3,6.3,5.7,5.2,23.4,0.62,62.7%
Gabriel,DEF,6.9,89,4.7,5.3,8.3,4.1,22.5,0.81,87.8%
Haaland,FWD,15.0,85,5.7,4.6,6.2,5.6,22.1,0.37,94.8%
Palmer,MID,10.4,76,5.7,4.9,5.6,5.6,21.8,0.52,4.5%
J.Timber,DEF,6.3,87,4.4,5.2,7.8,4.0,21.4,0.85,40.3%
Rice,MID,7.4,86,4.4,4.7,8.1,4.1,21.2,0.72,11.8%
Ødegaard,MID,7.8,76,4.1,4.5,7.5,3.9,20.0,0.64,0.0%
M.Salah,MID,14.0,79,5.3,4.6,5.2,4.7,19.8,0.35,1.4%
Raya,GK,5.9,92,4.0,4.3,7.4,3.8,19.6,0.83,68.3%
Saliba,DEF,6.0,91,4.0,4.5,7.2,3.6,19.4,0.81,1.1%
Mbeumo,MID,8.3,85,5.1,4.8,4.4,4.2,18.5,0.56,1.7%
Rogers,MID,7.7,89,4.7,4.1,4.6,4.7,18.2,0.59,8.2%
Trossard,MID,6.8,66,4.0,3.9,6.9,3.2,18.1,0.66,0.0%
Enzo,MID,6.7,82,4.4,4.1,4.6,4.5,17.6,0.66,54.0%
Bowen,FWD,7.6,90,3.9,4.6,4.2,4.6,17.4,0.57,2.6%
Ndiaye,MID,6.2,83,4.1,4.2,5.0,4.1,17.3,0.70,9.5%
Neto,MID,7.1,78,4.5,3.8,4.3,4.2,16.8,0.59,0.2%
Sarr,MID,6.3,87,4.2,3.6,4.8,4.1,16.7,0.66,0.0%
Thiago,FWD,7.2,85,4.1,4.0,3.8,4.7,16.6,0.58,57.5%
Calafiori,DEF,5.6,39,2.2,4.3,6.8,3.3,16.5,0.74,0.0%
Gibbs-White,MID,7.3,85,4.6,3.7,4.7,3.5,16.5,0.57,0.0%
Ekitiké,FWD,8.8,79,4.4,3.9,4.2,4.0,16.5,0.47,46.6%
Evanilson,FWD,7.0,78,4.5,4.2,3.9,3.8,16.4,0.59,0.3%
Anderson,MID,5.3,88,4.3,4.0,4.3,3.8,16.4,0.77,35.0%
Semenyo,MID,7.8,80,4.4,3.6,4.6,3.9,16.3,0.52,8.3%
Zubimendi,MID,5.2,84,3.4,3.6,6.1,3.1,16.2,0.78,0.0%
Wirtz,MID,8.3,74,4.2,3.8,4.2,3.9,16.0,0.48,2.5%
Virgil,DEF,5.9,91,4.1,3.5,4.3,4.0,15.9,0.67,53.6%
Igor Jesus,FWD,5.8,72,4.3,3.7,4.4,3.3,15.7,0.68,0.5%
Cunha,MID,8.0,60,3.9,4.2,3.9,3.7,15.7,0.49,3.0%
Amad,MID,6.2,79,4.3,4.1,3.8,3.4,15.7,0.63,0.0%
Gakpo,MID,7.3,70,4.3,3.6,4.0,3.8,15.6,0.54,1.1%
Tarkowski,DEF,5.8,92,3.6,3.9,4.4,3.6,15.5,0.67,32.6%
Schade,MID,7.2,85,3.8,3.7,3.4,4.5,15.4,0.54,6.7%
Cucurella,DEF,6.0,68,3.3,3.7,4.1,4.3,15.4,0.64,0.2%
Chalobah,DEF,5.7,87,4.1,3.7,3.9,3.7,15.3,0.67,3.8%
Muñoz,DEF,5.8,91,3.5,2.9,4.6,4.3,15.3,0.66,0.2%
Buendía,MID,5.3,73,4.0,3.6,3.8,3.9,15.3,0.72,0.0%
Hee Chan,MID,5.6,66,3.7,3.1,5.4,3.1,15.3,0.68,0.0%
Szoboszlai,MID,6.6,85,4.0,3.6,3.8,3.7,15.2,0.58,63.2%
Cash,DEF,4.8,89,4.0,3.4,3.6,4.1,15.2,0.79,1.7%
Lacroix,DEF,5.1,90,3.6,3.1,4.3,4.1,15.2,0.74,14.7%
Wilson,MID,6.1,81,3.7,4.4,3.1,3.9,15.1,0.62,8.1%
Watkins,FWD,8.8,52,2.5,3.5,4.6,4.6,15.1,0.43,5.0%
João Pedro,FWD,7.2,57,3.3,3.5,4.1,4.1,14.9,0.52,0.4%
Welbeck,FWD,6.2,73,4.4,4.0,3.2,3.2,14.9,0.60,0.4%
Senesi,DEF,4.8,89,4.1,3.5,3.6,3.6,14.7,0.77,8.3%
Georginio,MID,5.6,74,4.3,4.3,3.2,3.0,14.7,0.66,2.0%
Sánchez,GK,4.9,91,3.8,3.5,3.8,3.6,14.7,0.75,4.3%
Donnarumma,GK,5.6,92,3.7,3.3,4.0,3.7,14.7,0.65,0.5%
Casemiro,MID,5.5,78,3.9,3.8,3.6,3.4,14.7,0.67,0.1%
José Sá,GK,4.2,94,3.3,3.0,5.4,3.0,14.6,0.87,0.4%
E.Le Fée,MID,4.9,79,4.4,2.9,3.4,3.8,14.5,0.74,13.7%
Caicedo,MID,5.7,88,3.7,3.4,3.7,3.6,14.4,0.63,0.1%
Martinez,GK,5.0,91,3.7,3.4,3.5,3.8,14.4,0.72,0.1%
Dalot,DEF,4.5,85,4.0,3.7,3.5,3.2,14.3,0.80,1.2%
Dewsbury-Hall,MID,4.9,75,3.1,3.5,4.2,3.6,14.3,0.73,3.9%
Murillo,DEF,5.2,85,3.9,3.3,4.1,3.0,14.3,0.69,0.1%
Garner,MID,5.2,86,3.4,3.5,4.0,3.4,14.3,0.69,1.4%
Raúl,FWD,6.2,82,3.6,4.2,2.9,3.5,14.3,0.58,1.2%
Konaté,DEF,5.4,88,3.8,3.1,3.9,3.4,14.2,0.66,0.0%
Lammens,GK,5.0,92,3.7,3.7,3.4,3.4,14.2,0.71,0.0%
A.Becker,GK,5.4,94,3.8,3.3,3.8,3.3,14.2,0.66,0.6%
Richards,DEF,4.4,87,3.4,2.9,4.0,3.9,14.2,0.81,8.8%
Gordon,MID,7.3,74,3.4,4.1,3.6,3.0,14.2,0.49,17.6%
Foden,MID,8.4,67,3.8,3.0,4.0,3.3,14.1,0.42,35.1%
O.Dango,MID,5.8,76,3.5,3.4,3.3,3.9,14.1,0.61,0.3%
Calvert-Lewin,FWD,6.0,82,3.4,4.2,3.3,3.1,14.1,0.59,4.7%
Barry,FWD,5.7,80,3.3,3.3,4.0,3.4,14.0,0.62,0.6%
Maatsen,DEF,4.2,77,3.8,3.2,3.4,3.6,14.0,0.83,0.0%
Solanke,FWD,7.2,77,3.6,3.4,3.9,3.0,14.0,0.48,0.2%
Johnson,MID,6.5,79,3.7,3.1,3.8,3.4,13.9,0.54,0.1%
Konsa,DEF,4.4,90,3.6,3.1,3.5,3.7,13.9,0.79,0.2%
Mitoma,MID,6.1,74,3.8,4.1,2.9,3.1,13.9,0.57,0.0%
Sels,GK,4.6,94,3.7,3.3,3.8,3.1,13.9,0.75,0.2%
Andersen,DEF,4.6,91,3.1,4.1,2.7,3.9,13.8,0.75,65.6%
Guéhi,DEF,5.2,89,3.9,2.8,3.8,3.3,13.8,0.66,1.3%
Van Hecke,DEF,4.5,91,4.1,4.0,2.7,3.1,13.8,0.77,6.6%
M.Fernandes,MID,5.5,83,3.3,3.6,3.3,3.6,13.8,0.63,0.0%
Xavi,MID,6.5,74,3.5,3.5,3.8,3.0,13.7,0.53,0.0%
N.Williams,DEF,4.7,88,3.9,3.1,4.0,2.6,13.7,0.73,0.2%
Verbruggen,GK,4.5,94,3.7,3.7,3.1,3.2,13.6,0.76,16.6%
Pickford,GK,5.6,94,3.2,3.3,3.8,3.2,13.5,0.60,0.3%
Cherki,MID,6.6,62,3.5,2.9,3.8,3.3,13.5,0.51,6.1%
Gomes,MID,5.3,77,3.1,2.8,4.9,2.7,13.5,0.64,0.0%
Henderson,GK,5.0,92,3.1,2.9,3.8,3.7,13.5,0.68,0.0%
Havertz,FWD,7.3,27,1.7,2.8,5.7,3.2,13.5,0.46,0.0%
Mitchell,DEF,5.0,91,3.1,2.6,4.1,3.8,13.5,0.67,0.1%
Collins,DEF,5.0,92,3.3,3.3,3.2,3.6,13.5,0.67,13.4%
Roefs,GK,5.0,94,4.0,2.6,3.2,3.6,13.3,0.66,1.2%
Gravenberch,MID,5.7,88,3.5,3.1,3.4,3.3,13.3,0.58,0.0%
Kroupi.Jr,FWD,4.6,72,3.7,3.3,3.1,3.2,13.3,0.72,7.5%
Estève,DEF,3.9,91,3.6,3.7,3.3,2.6,13.2,0.84,4.8%
Matheus N.,DEF,5.4,81,3.5,2.6,3.7,3.4,13.2,0.61,0.2%
Bruno G.,MID,7.2,63,2.4,3.9,3.7,3.1,13.2,0.46,0.8%
Groß,MID,5.5,77,3.6,3.7,2.8,2.9,13.1,0.60,0.0%
Krejčí,DEF,4.5,81,2.3,2.9,4.9,3.0,13.1,0.73,0.0%
Truffert,DEF,4.5,88,3.8,3.0,3.1,3.2,13.0,0.72,0.5%
Milenković,DEF,5.1,91,3.7,3.0,3.7,2.6,13.0,0.64,0.0%
Hudson-Odoi,MID,5.7,70,3.6,3.0,3.6,2.8,13.0,0.57,0.0%
Leno,GK,4.9,94,3.0,3.7,2.8,3.5,13.0,0.66,0.0%
Kelleher,GK,4.6,94,3.2,3.2,3.0,3.6,13.0,0.71,8.6%
Sancho,MID,5.8,71,3.6,3.0,3.3,3.1,13.0,0.56,0.0%
Areola,GK,4.3,93,3.0,3.5,3.1,3.3,12.8,0.75,0.1%
Mané,FWD,4.5,73,3.0,2.7,4.6,2.6,12.8,0.71,3.3%
Pope,GK,5.1,92,3.0,3.6,3.4,2.8,12.8,0.63,0.5%
Branthwaite,DEF,5.3,74,2.7,3.2,3.8,3.0,12.8,0.60,0.0%
Martinez,DEF,4.8,84,3.7,3.6,2.9,2.4,12.7,0.66,0.0%
Stach,MID,4.9,81,3.1,3.7,3.1,2.9,12.7,0.65,5.7%
Minteh,MID,5.8,58,3.2,3.7,2.9,2.8,12.7,0.55,5.1%
Mac Allister,MID,6.2,77,3.4,3.0,3.4,2.9,12.7,0.51,0.0%
Tolu,FWD,5.4,60,2.9,2.8,4.6,2.3,12.6,0.59,0.1%
