Name,Position,Price,xMins,GW3,GW4,GW5,GW6,Total,/£M,Elite%
M.Salah,MID,14.5,89,89,85,89,84,347,6.0,96.8%
Haaland,FWD,14.1,87,87,82,81,78,328,5.8,2.6%
Palmer,MID,10.5,93,70,86,85,83,324,7.7,98.8%
Watkins,FWD,9.0,86,86,82,83,82,333,9.3,46.0%
Gyökeres,FWD,9.0,88,88,85,80,81,334,9.3,1.7%
B.Fernandes,MID,9.0,87,87,87,87,82,343,9.5,87.5%
Mateta,FWD,7.5,89,89,81,83,79,332,11.1,50.1%
Wirtz,MID,8.5,78,78,77,75,73,303,8.9,66.8%
Rogers,MID,7.0,87,87,83,82,83,335,12.0,11.0%
Murillo,DEF,5.5,90,90,86,82,82,340,15.5,66.2%
Wood,FWD,7.6,83,83,79,78,73,313,10.3,1.0%
Sarr,MID,6.5,88,88,83,79,81,331,12.7,7.6%
Semenyo,MID,7.2,87,87,83,78,81,329,11.4,1.2%
Strand Larsen,FWD,6.5,85,85,83,82,79,329,12.7,59.4%
Virgil,DEF,6.0,92,92,89,84,83,348,14.5,5.5%
Tielemans,MID,6.0,91,91,86,83,78,338,14.1,12.6%
Marmoush,MID,8.4,54,54,55,53,53,215,6.4,1.1%
Gakpo,MID,7.5,66,66,67,68,64,265,8.8,4.2%
Pedro Porro,DEF,5.5,87,87,77,77,75,316,14.4,95.0%
Milenković,DEF,5.5,92,92,89,86,82,349,15.9,2.6%
Cunha,MID,8.0,82,82,79,77,74,312,9.8,0.1%
Ekitiké,FWD,8.6,71,71,66,64,62,263,7.6,1.7%
Mac Allister,MID,6.5,83,83,79,75,74,311,12.0,0.0%
Mbeumo,MID,8.0,80,80,79,73,76,308,9.6,0.1%
Kudus,MID,6.6,73,73,67,65,64,269,10.2,0.5%
Ndiaye,MID,6.5,80,80,74,73,71,298,11.5,2.6%
Solanke,FWD,7.4,54,54,67,70,65,256,8.6,0.2%
Gibbs-White,MID,7.5,80,80,77,75,71,303,10.1,0.0%
Isak,FWD,10.4,0,0,85,85,82,252,6.1,0.0%
Bowen,FWD,7.9,91,91,86,83,81,341,10.8,2.5%
Evanilson,FWD,7.0,82,82,81,74,72,309,11.0,16.5%
Martinez,GK,5.0,93,93,94,92,93,372,18.6,0.0%
N.Williams,DEF,5.0,90,90,82,76,70,318,15.9,33.5%
Schade,MID,7.0,80,80,79,71,71,301,10.8,0.0%
Enzo,MID,6.5,90,90,87,87,84,348,13.4,0.1%
Rice,MID,6.5,90,90,77,79,77,323,12.4,0.1%
Mitoma,MID,6.5,85,85,83,79,77,324,12.5,1.9%
Anderson,MID,5.5,81,81,78,74,74,307,14.0,12.8%
O.Dango,MID,6.0,78,78,75,75,71,299,12.5,0.0%
Konsa,DEF,4.5,91,91,89,89,86,355,19.7,5.7%
A.Becker,GK,5.5,93,93,90,82,86,351,16.0,0.3%
Gordon,MID,7.5,80,80,63,63,59,265,8.8,0.2%
Sels,GK,5.0,94,94,94,91,93,372,18.6,10.5%
Muñoz,DEF,5.5,89,89,83,87,81,340,15.5,6.7%
Šeško,FWD,7.5,77,77,76,75,70,298,9.9,0.0%
Konaté,DEF,5.5,87,87,82,76,73,318,14.5,0.0%
Damsgaard,MID,5.9,83,83,82,78,77,320,13.6,0.0%
Kluivert,MID,7.0,51,51,71,68,64,254,9.1,0.1%
Cucurella,DEF,6.1,89,89,86,85,83,343,14.1,1.2%
Bruno G.,MID,6.5,89,89,83,85,78,335,12.9,0.0%
Gabriel,DEF,6.1,92,92,89,88,84,353,14.5,2.7%
Neto,MID,7.0,74,74,68,68,66,276,9.9,0.1%
Raya,GK,5.5,93,93,92,92,90,367,16.7,1.1%
João Pedro,FWD,7.5,73,73,70,64,66,273,9.1,11.5%
L.Paquetá,MID,5.9,82,82,77,74,77,310,13.1,5.5%
Sánchez,GK,5.0,93,93,91,93,90,367,18.4,66.7%
Aina,DEF,5.0,88,88,87,87,82,344,17.2,0.0%
Iwobi,MID,6.5,83,83,79,72,79,313,12.0,0.0%
Caicedo,MID,5.5,89,89,87,88,87,351,16.0,0.0%
Schär,DEF,5.5,85,85,81,78,72,316,14.4,0.0%
Vicario,GK,5.0,94,94,93,92,92,371,18.6,10.3%
Tarkowski,DEF,5.5,92,92,89,86,85,352,16.0,8.0%
Lacroix,DEF,5.0,90,90,87,83,84,344,17.2,3.8%
Ødegaard,MID,8.0,95,49,84,79,72,284,8.9,0.0%
Romero,DEF,5.0,90,90,82,84,82,338,16.9,13.1%
Cash,DEF,4.5,78,78,71,75,70,294,16.3,0.0%
Richards,DEF,4.5,86,86,83,86,85,340,18.9,14.7%
McGinn,MID,5.5,72,72,73,66,65,276,12.5,0.0%
