Name,Position,Price,xMins,GW24,GW25,GW26,GW27,Total,/£M,Elite%
Saka,MID,10.0,76,76,76,74,71,297,7.4,74.2%
B.Fernandes,MID,9.5,89,89,89,88,86,352,9.3,62.7%
Gabriel,DEF,6.9,89,89,89,85,80,343,12.4,87.8%
Haaland,FWD,15.0,85,85,83,79,77,324,5.4,94.8%
Palmer,MID,10.4,76,76,76,74,70,296,7.1,4.5%
J.Timber,DEF,6.3,87,87,83,80,81,331,13.1,40.3%
Rice,MID,7.4,86,86,81,82,80,329,11.1,11.8%
Ødegaard,MID,7.8,76,76,70,74,72,292,9.4,0.0%
M.Salah,MID,14.0,79,79,78,79,73,309,5.5,1.4%
Raya,GK,5.9,92,92,90,90,88,360,15.3,68.3%
Saliba,DEF,6.0,91,91,86,85,82,344,14.3,1.1%
Mbeumo,MID,8.3,85,85,80,77,80,322,9.7,1.7%
Rogers,MID,7.7,89,89,85,86,84,344,11.2,8.2%
Trossard,MID,6.8,66,66,55,60,54,235,8.6,0.0%
Enzo,MID,6.7,82,82,84,81,77,324,12.1,54.0%
Bowen,FWD,7.6,90,90,87,84,84,345,11.3,2.6%
Ndiaye,MID,6.2,83,83,80,77,75,315,12.7,9.5%
Neto,MID,7.1,78,78,73,72,68,291,10.2,0.2%
Sarr,MID,6.3,87,87,80,81,73,321,12.7,0.0%
Thiago,FWD,7.2,85,85,83,85,80,333,11.6,57.5%
Calafiori,DEF,5.6,39,39,63,65,61,228,10.2,0.0%
Gibbs-White,MID,7.3,85,85,80,83,79,327,11.2,0.0%
Ekitiké,FWD,8.8,79,79,78,76,76,309,8.8,46.6%
Evanilson,FWD,7.0,78,78,76,76,69,299,10.7,0.3%
Anderson,MID,5.3,88,88,88,85,87,348,16.4,35.0%
Semenyo,MID,7.8,80,80,78,74,67,299,9.6,8.3%
Zubimendi,MID,5.2,84,84,83,81,79,327,15.7,0.0%
Wirtz,MID,8.3,74,74,74,75,72,295,8.9,2.5%
Virgil,DEF,5.9,91,91,89,86,85,351,14.9,53.6%
Igor Jesus,FWD,5.8,72,72,73,71,67,283,12.2,0.5%
Cunha,MID,8.0,60,60,66,66,67,259,8.1,3.0%
Amad,MID,6.2,79,79,75,73,71,298,12.0,0.0%
Gakpo,MID,7.3,70,70,66,65,65,266,9.1,1.1%
Tarkowski,DEF,5.8,92,92,91,89,88,360,15.5,32.6%
Schade,MID,7.2,85,85,81,79,79,324,11.3,6.7%
Cucurella,DEF,6.0,68,68,82,82,81,313,13.0,0.2%
Chalobah,DEF,5.7,87,87,82,77,71,317,13.9,3.8%
Muñoz,DEF,5.8,91,91,90,86,83,350,15.1,0.2%
Buendía,MID,5.3,73,73,71,69,67,280,13.2,0.0%
Hee Chan,MID,5.6,66,66,60,61,61,248,11.1,0.0%
Szoboszlai,MID,6.6,85,85,83,79,76,323,12.2,63.2%
Cash,DEF,4.8,89,89,87,80,81,337,17.6,1.7%
Lacroix,DEF,5.1,90,90,89,84,84,347,17.0,14.7%
Wilson,MID,6.1,81,81,78,76,73,308,12.6,8.1%
Watkins,FWD,8.8,52,39,60,75,72,246,7.0,5.0%
João Pedro,FWD,7.2,57,57,68,69,68,262,9.1,0.4%
Welbeck,FWD,6.2,73,73,63,66,62,264,10.6,0.4%
Senesi,DEF,4.8,89,89,87,84,82,342,17.8,8.3%
Georginio,MID,5.6,74,74,68,66,59,267,11.9,2.0%
Sánchez,GK,4.9,91,91,86,86,82,345,17.6,4.3%
Donnarumma,GK,5.6,92,92,93,94,92,371,16.6,0.5%
Casemiro,MID,5.5,78,78,77,76,75,306,13.9,0.1%
José Sá,GK,4.2,94,94,92,90,90,366,21.8,0.4%
E.Le Fée,MID,4.9,79,79,78,78,75,310,15.8,13.7%
Caicedo,MID,5.7,88,88,86,83,83,340,14.9,0.1%
Martinez,GK,5.0,91,91,92,90,92,365,18.3,0.1%
Dalot,DEF,4.5,85,85,80,82,77,324,18.0,1.2%
Dewsbury-Hall,MID,4.9,75,75,86,81,82,324,16.5,3.9%
Murillo,DEF,5.2,85,85,88,85,86,344,16.5,0.1%
Garner,MID,5.2,86,86,84,83,80,333,16.0,1.4%
