Name,Position,Price,xMins,GW10,GW11,GW12,GW13,Total,/£M,Elite%
Haaland,FWD,14.8,88,88,83,86,82,339,5.7,91.9%
M.Salah,MID,14.3,85,85,82,81,76,324,5.7,9.6%
B.Fernandes,MID,8.9,90,90,89,87,83,349,9.8,83.1%
Saka,MID,10.0,81,81,79,77,73,310,7.8,37.3%
Mateta,FWD,7.7,89,89,87,83,83,342,11.1,14.8%
Gyökeres,FWD,9.0,81,81,77,70,63,291,8.1,64.6%
Semenyo,MID,8.1,88,88,89,83,81,341,10.5,76.0%
Watkins,FWD,8.5,86,86,84,82,80,332,9.8,0.9%
Sarr,MID,6.6,87,87,84,82,79,332,12.6,16.9%
Ndiaye,MID,6.5,82,82,79,78,74,313,12.0,44.8%
Gabriel,DEF,6.5,90,90,84,83,86,343,13.2,92.2%
Foden,MID,8.0,78,78,69,68,67,282,8.8,7.0%
Mbeumo,MID,8.2,84,84,84,78,77,323,9.8,0.9%
Enzo,MID,6.7,86,86,82,80,76,324,12.1,65.6%
Eze,MID,7.6,75,75,71,64,61,271,8.9,0.6%
J.Timber,DEF,6.1,81,81,80,77,76,314,12.9,16.5%
Gordon,MID,7.5,74,74,74,72,68,288,9.6,5.8%
Raya,GK,5.8,93,93,93,92,90,368,15.9,67.6%
Cunha,MID,7.9,72,72,72,68,73,285,9.0,0.4%
Muñoz,DEF,5.7,92,92,85,85,79,341,15.0,6.8%
Woltemade,FWD,7.5,83,83,81,79,72,315,10.5,3.5%
Virgil,DEF,6.0,90,90,89,88,85,352,14.7,16.8%
Neto,MID,7.0,79,79,76,70,69,294,10.5,0.1%
Gakpo,MID,7.6,77,77,74,68,67,286,9.4,0.9%
Bowen,FWD,7.8,91,91,89,85,85,350,11.2,3.2%
Schade,MID,7.0,76,76,73,70,70,289,10.3,0.1%
Minteh,MID,6.0,83,83,80,76,77,316,13.2,13.2%
Rice,MID,6.7,84,84,80,77,74,315,11.8,0.0%
Tarkowski,DEF,5.5,91,91,88,86,87,352,16.0,44.3%
Calafiori,DEF,5.8,71,71,65,61,54,251,10.8,0.5%
Lacroix,DEF,5.0,89,89,87,84,84,344,17.2,14.8%
João Pedro,FWD,7.4,74,74,72,70,69,285,9.6,53.1%
Isak,FWD,10.4,45,34,65,75,76,250,6.0,0.2%
Donnarumma,GK,5.7,94,94,92,92,92,370,16.2,0.7%
Yeremy,MID,5.8,78,78,73,67,67,285,12.3,0.0%
O.Dango,MID,6.0,74,74,74,76,68,292,12.2,0.1%
Anderson,MID,5.3,88,88,82,82,81,333,15.7,5.8%
Saliba,DEF,6.0,90,68,88,85,80,321,13.4,2.8%
Guéhi,DEF,4.9,94,94,90,88,87,359,18.3,0.7%
E.Le Fée,MID,4.9,83,83,81,78,80,322,16.4,0.6%
Damsgaard,MID,5.8,84,84,80,79,78,321,13.8,0.0%
Bruno G.,MID,6.5,88,88,85,85,81,339,13.0,0.1%
Kudus,MID,6.8,78,78,76,74,72,300,11.0,1.5%
Thiago,FWD,6.2,74,74,70,67,58,269,10.8,3.2%
Rogers,MID,6.8,87,87,83,77,75,322,11.8,0.4%
Iwobi,MID,6.5,79,79,76,73,70,298,11.5,0.0%
Mitchell,DEF,5.0,84,84,82,84,83,333,16.6,0.0%
Georginio,MID,5.7,68,68,64,65,62,259,11.4,2.8%
Keane,DEF,4.5,85,85,86,81,80,332,18.4,9.5%
L.Paquetá,MID,5.9,86,86,82,77,69,314,13.3,8.2%
Senesi,DEF,5.0,87,87,87,75,76,325,16.3,84.0%
Šeško,FWD,7.3,72,72,71,69,71,283,9.7,0.0%
Caicedo,MID,5.9,89,89,85,85,82,341,14.4,0.4%
Joelinton,MID,5.9,81,81,75,77,78,311,13.2,0.0%
Petrović,GK,4.5,94,94,94,93,92,373,20.7,9.1%
Leno,GK,5.0,94,94,93,92,91,370,18.5,0.0%
Calvert-Lewin,FWD,5.5,78,78,73,70,68,289,13.1,21.6%
Cucurella,DEF,6.1,81,81,79,78,77,315,12.9,0.5%
Henderson,GK,5.0,94,94,93,91,89,367,18.4,0.0%
Konaté,DEF,5.4,85,85,83,75,76,319,14.8,0.0%
Martinez,GK,5.0,93,93,94,91,90,368,18.4,0.0%
Mitoma,MID,6.2,66,50,80,81,77,288,11.6,0.9%
Tete,DEF,4.5,85,85,84,77,78,324,18.0,0.1%
Gibbs-White,MID,7.3,77,77,75,68,68,288,9.9,0.0%
Pickford,GK,5.5,93,93,91,92,92,368,16.7,0.0%
Cash,DEF,4.6,82,82,81,82,79,324,17.6,0.3%
Szoboszlai,MID,6.5,73,73,65,61,64,263,10.1,0.1%
Tonali,MID,5.4,87,87,85,84,78,334,15.5,0.0%
Dewsbury-Hall,MID,4.9,82,82,82,81,84,329,16.8,6.1%
Verbruggen,GK,4.4,92,92,91,91,91,365,20.7,2.6%
Xavi,MID,6.8,72,72,69,65,60,266,9.8,0.0%
Ayari,MID,4.9,83,83,75,78,73,309,15.8,0.0%
Evanilson,FWD,7.0,58,29,70,77,74,250,8.9,3.9%
Sánchez,GK,4.9,91,91,89,82,81,343,17.5,9.0%
Collins,DEF,4.9,89,89,88,85,81,343,17.5,0.0%
Lammens,GK,5.0,93,93,91,89,90,363,18.1,0.0%
Vicario,GK,5.1,92,92,93,92,92,369,18.1,1.7%
Grealish,MID,6.9,82,82,76,73,77,308,11.2,0.5%
Van Hecke,DEF,4.4,92,92,87,83,84,346,19.7,3.3%
Richards,DEF,4.5,78,59,84,80,85,308,17.1,15.1%
J.Arias,MID,5.2,81,81,76,77,72,306,14.7,0.5%
Reijnders,MID,5.6,73,73,69,67,69,278,12.4,58.9%
Tavernier,MID,5.5,71,71,67,62,63,263,12.0,0.1%
Murillo,DEF,5.3,89,89,88,89,83,349,16.5,0.1%
Andersen,DEF,4.5,95,40,76,91,88,295,16.4,80.2%
Ekitiké,FWD,8.6,69,69,53,49,49,220,6.4,0.1%
Roefs,GK,4.7,94,94,91,92,93,370,19.7,0.1%
Truffert,DEF,4.5,91,91,87,84,85,347,19.3,0.9%
Chalobah,DEF,5.1,75,75,71,70,66,282,13.8,0.8%
Kelleher,GK,4.5,93,93,92,91,90,366,20.3,0.7%
Welbeck,FWD,6.4,61,61,56,54,54,225,8.8,0.0%
Zubimendi,MID,5.5,83,83,82,81,79,325,14.8,0.0%
Pope,GK,5.2,87,87,81,83,84,335,16.1,11.1%
Pedro Porro,DEF,5.5,88,88,79,74,73,314,14.3,7.4%
Sels,GK,4.8,93,93,92,93,91,369,19.2,0.5%
Mac Allister,MID,6.3,75,75,70,62,69,276,11.0,0.0%
Aït-Nouri,DEF,5.8,50,50,60,73,71,254,10.9,0.2%
Alderete,DEF,4.1,89,89,80,81,80,330,20.1,5.5%
Perri,GK,4.5,93,93,93,91,91,368,20.4,0.0%
Van den Berg,DEF,4.5,90,90,91,83,82,346,19.2,0.0%
Kluivert,MID,7.0,59,59,58,59,51,227,8.1,0.1%
Diakité,DEF,4.5,89,89,85,84,78,336,18.7,1.1%
Anthony,MID,5.7,75,75,77,73,66,291,12.8,0.4%
Mykolenko,DEF,4.9,86,86,86,81,81,334,17.0,0.0%
Konsa,DEF,4.4,93,93,89,86,87,355,20.2,0.6%
Strand Larsen,FWD,6.4,77,77,73,73,72,295,11.5,2.7%
Estêvão,MID,6.5,58,58,59,59,45,221,8.5,0.0%
Ndoye,MID,5.8,77,77,70,64,64,275,11.9,0.0%
Xhaka,MID,5.1,90,90,85,84,81,340,16.7,0.9%
De Ligt,DEF,5.0,91,91,80,77,75,323,16.1,0.0%
Amad,MID,6.3,70,70,69,65,70,274,10.9,0.0%
Gvardiol,DEF,5.9,73,73,66,67,65,271,11.5,12.6%
O'Brien,DEF,5.0,87,87,86,84,81,338,16.9,0.0%
James,DEF,5.5,69,69,66,60,58,253,11.5,1.8%
Areola,GK,4.3,93,93,92,90,88,363,21.1,0.1%
Wirtz,MID,8.1,58,58,53,50,51,212,6.5,0.6%
Johnstone,GK,4.5,95,95,91,89,90,365,20.3,0.0%
McGinn,MID,5.4,70,70,71,67,65,273,12.6,0.0%
Estève,DEF,4.0,91,91,89,88,88,356,22.3,14.3%
Raúl,FWD,6.2,58,44,76,58,41,219,8.8,0.0%
J.Palhinha,MID,5.5,86,86,85,82,73,326,14.8,0.0%
Dúbravka,GK,4.0,94,94,92,92,91,369,23.1,96.0%
Milenković,DEF,5.2,91,91,88,85,84,348,16.7,0.0%
Dunk,DEF,4.5,86,86,83,78,74,321,17.8,0.0%
Wharton,MID,5.0,74,74,73,72,71,290,14.5,0.0%
Rúben,DEF,5.5,77,77,75,73,69,294,13.4,0.0%
