Name,Position,Price,xMins,GW16,GW17,GW18,GW19,Total,/£M,Elite%
Clyne,DEF,3.8,28,0.9,1.2,1.0,1.1,4.3,0.28,0.0%
Piroe,FWD,5.0,21,1.2,1.1,1.0,0.9,4.1,0.20,0.0%
Poveda,MID,4.8,1,0.1,1.2,1.4,1.4,4.1,0.21,0.0%
Edwards,MID,4.7,12,0.7,0.9,1.3,1.1,4.0,0.21,0.0%
Fer López,MID,5.2,5,0.3,1.3,1.2,1.3,4.0,0.19,0.0%
Henry,DEF,4.3,20,0.9,0.9,1.0,1.1,3.9,0.23,0.0%
Tosin,DEF,4.2,19,0.9,0.8,1.0,1.2,3.9,0.23,0.0%
Tel,MID,6.2,17,1.0,1.3,0.8,0.7,3.9,0.16,0.0%
H.Bueno,DEF,4.4,23,0.6,1.2,1.0,1.0,3.8,0.22,0.0%
Amad,MID,6.3,79,3.8,0.0,0.0,0.0,3.8,0.15,0.1%
Ndiaye,MID,6.5,81,3.8,0.0,0.0,0.0,3.8,0.15,13.4%
Marc Guiu,FWD,4.2,20,1.3,1.0,0.6,0.8,3.7,0.22,50.1%
Iwobi,MID,6.4,81,3.7,0.0,0.0,0.0,3.7,0.15,0.0%
Robinson,DEF,4.9,0,0.0,0.5,1.4,1.8,3.7,0.19,0.0%
Justin,DEF,3.9,17,0.6,1.1,1.0,0.9,3.7,0.24,0.0%
Castagne,DEF,4.3,13,0.6,1.1,1.0,0.9,3.7,0.21,0.0%
Acheampong,DEF,3.9,20,0.9,0.8,0.9,1.0,3.7,0.23,0.0%
M.Salah,MID,14.0,51,3.6,0.0,0.0,0.0,3.6,0.06,1.2%
Morato,DEF,4.3,32,1.2,0.5,0.8,1.0,3.5,0.20,0.0%
Bassey,DEF,4.5,88,3.5,0.0,0.0,0.0,3.5,0.19,0.0%
Stones,DEF,5.4,15,0.6,0.9,1.0,1.0,3.5,0.16,0.0%
Hill,DEF,4.0,26,1.0,0.8,0.8,0.8,3.4,0.21,0.0%
Malacia,DEF,3.8,3,0.1,0.7,1.0,1.5,3.3,0.22,0.1%
Ngumoha,MID,4.4,6,0.5,0.6,1.1,1.1,3.3,0.19,0.0%
Aké,DEF,5.3,8,0.3,0.9,1.0,1.1,3.3,0.15,0.0%
Patterson,DEF,4.4,8,0.3,0.7,1.1,1.1,3.2,0.18,0.0%
Milner,MID,4.9,12,0.2,1.0,0.8,1.1,3.2,0.16,0.0%
Canvot,DEF,4.5,11,0.3,0.6,1.1,1.0,3.1,0.17,0.0%
Kostoulas,FWD,4.8,13,0.7,0.8,0.6,0.8,3.0,0.16,0.0%
Solanke,FWD,7.2,0,0.0,0.0,1.2,1.8,3.0,0.10,0.1%
Gana,MID,5.4,80,3.0,0.0,0.0,0.0,3.0,0.14,0.0%
McAtee,MID,5.1,13,0.7,0.8,0.7,0.7,2.9,0.14,0.0%
Irving,MID,4.4,12,0.6,0.7,0.7,0.9,2.9,0.17,0.0%
Lewis,DEF,4.7,11,0.5,0.7,0.7,1.0,2.9,0.15,0.0%
Diouf,DEF,4.2,91,2.9,0.0,0.0,0.0,2.9,0.17,0.1%
Scarles,DEF,4.3,0,0.0,0.0,1.3,1.6,2.9,0.17,0.0%
L.Guilherme,MID,4.9,11,0.6,0.9,0.6,0.7,2.8,0.15,0.0%
Hato,DEF,4.7,16,0.7,0.5,0.8,0.8,2.8,0.15,0.0%
Boscagli,DEF,4.2,11,0.4,0.7,0.6,1.1,2.8,0.17,0.0%
Danso,DEF,4.3,9,0.4,0.6,0.8,1.1,2.8,0.16,0.0%
Kalimuendo,FWD,6.0,17,1.0,0.7,0.5,0.5,2.8,0.12,0.0%
Harrison,MID,5.1,8,0.5,0.8,0.8,0.7,2.8,0.14,0.0%
Wan-Bissaka,DEF,4.2,84,2.7,0.0,0.0,0.0,2.7,0.16,0.0%
Longstaff,MID,4.9,0,0.0,0.0,1.1,1.6,2.7,0.14,0.4%
Enes Ünal,FWD,5.4,6,0.5,0.9,0.6,0.7,2.7,0.12,0.0%
Igor,DEF,4.5,9,0.1,0.8,1.7,0.0,2.6,0.15,0.0%
Sangaré,MID,4.9,67,2.6,0.0,0.0,0.0,2.6,0.13,0.0%
Khusanov,DEF,5.4,6,0.2,0.7,0.8,0.9,2.6,0.12,0.0%
Nwaneri,MID,5.1,13,0.9,0.5,0.6,0.5,2.5,0.12,0.0%
Sadiki,MID,5.0,77,2.4,0.0,0.0,0.0,2.4,0.12,0.0%
Pope,GK,5.1,0,0.0,0.1,0.9,1.4,2.4,0.12,3.7%
Elliott,MID,5.3,3,0.3,0.9,0.5,0.6,2.4,0.11,0.0%
Agbadou,DEF,4.3,85,2.3,0.0,0.0,0.0,2.3,0.13,0.0%
Nunes,MID,4.9,4,0.3,0.6,0.7,0.7,2.3,0.12,0.0%
Lucas Pires,DEF,3.8,0,0.0,0.7,0.8,0.8,2.2,0.15,0.1%
Foster,FWD,5.0,47,2.2,0.0,0.0,0.0,2.2,0.11,0.8%
Traoré,MID,5.5,46,2.2,0.0,0.0,0.0,2.2,0.10,0.0%
Nørgaard,MID,5.2,13,0.7,0.5,0.5,0.5,2.1,0.10,0.0%
Watson,MID,4.8,11,0.6,0.5,0.5,0.5,2.1,0.11,0.0%
Talbi,MID,5.0,45,2.0,0.0,0.0,0.0,2.0,0.10,0.0%
Cirkin,DEF,4.0,4,0.0,0.4,1.0,0.5,2.0,0.12,0.0%
B.Badiashile,DEF,4.4,12,0.5,0.4,0.5,0.6,1.9,0.11,0.0%
Osula,FWD,5.4,2,0.1,0.5,0.6,0.8,1.9,0.09,0.0%
Chukwueze,MID,5.3,34,1.9,0.0,0.0,0.0,1.9,0.09,0.0%
Baleba,MID,4.7,58,1.9,0.0,0.0,0.0,1.9,0.10,0.1%
Obi,FWD,4.3,2,0.2,0.6,0.4,0.7,1.9,0.11,3.2%
Willock,MID,5.0,4,0.3,0.5,0.5,0.6,1.8,0.09,0.0%
Marmoush,MID,8.3,26,1.8,0.0,0.0,0.0,1.8,0.06,0.0%
Lindelöf,DEF,4.5,7,0.2,0.5,0.5,0.4,1.7,0.10,0.0%
Lavia,MID,4.9,0,0.0,0.3,0.6,0.8,1.7,0.09,0.0%
Adli,MID,5.4,34,1.7,0.0,0.0,0.0,1.7,0.08,0.0%
Buonanotte,MID,4.6,9,0.6,0.3,0.3,0.4,1.7,0.09,0.0%
Christie,MID,4.9,0,0.0,0.1,0.7,0.9,1.7,0.09,0.0%
Wissa,FWD,7.3,27,1.7,0.0,0.0,0.0,1.7,0.06,0.1%
Peart-Harris,MID,4.4,2,0.2,0.4,0.5,0.5,1.6,0.09,0.0%
Barnes,FWD,4.3,2,0.2,0.4,0.5,0.5,1.6,0.09,2.8%
P.M.Sarr,MID,4.7,36,1.6,0.0,0.0,0.0,1.6,0.09,0.0%
Byram,DEF,3.9,3,0.2,0.4,0.6,0.4,1.6,0.10,0.1%
Sarr,MID,6.5,80,1.6,0.0,0.0,0.0,1.6,0.06,0.9%
Mazraoui,DEF,4.9,36,1.6,0.0,0.0,0.0,1.6,0.08,0.0%
Aït-Nouri,DEF,5.7,32,1.5,0.0,0.0,0.0,1.5,0.07,0.2%
Matete,MID,4.4,0,0.0,0.4,0.5,0.6,1.5,0.09,0.0%
Muniz,FWD,5.4,0,0.0,0.0,0.3,1.2,1.5,0.07,0.1%
Esse,MID,4.7,0,0.0,0.4,0.5,0.5,1.5,0.08,0.0%
Sosa,DEF,4.8,4,0.2,0.4,0.5,0.4,1.4,0.07,0.0%
Ba,MID,4.3,0,0.0,0.5,0.4,0.5,1.4,0.08,0.2%
Pinnock,DEF,4.3,4,0.2,0.3,0.5,0.4,1.3,0.08,0.0%
Endo,MID,4.9,5,0.3,0.3,0.3,0.5,1.3,0.07,0.0%
Bogarde,DEF,4.0,3,0.2,0.3,0.4,0.4,1.3,0.08,0.0%
Marshall,FWD,4.3,2,0.2,0.4,0.4,0.4,1.3,0.08,4.6%
Tuanzebe,DEF,3.9,88,1.3,0.0,0.0,0.0,1.3,0.08,0.3%
Coppola,DEF,4.2,2,0.1,0.2,0.3,0.6,1.3,0.08,0.0%
Diarra,MID,5.3,80,1.3,0.0,0.0,0.0,1.3,0.06,0.0%
Reinildo,DEF,4.0,95,1.3,0.0,0.0,0.0,1.3,0.08,0.0%
Bornauw,DEF,3.8,5,0.1,0.3,0.4,0.4,1.3,0.08,0.0%
Tchatchoua,DEF,4.5,69,1.2,0.0,0.0,0.0,1.2,0.07,0.0%
Trippier,DEF,4.9,0,0.0,0.0,0.4,0.8,1.2,0.06,0.0%
A.García,DEF,3.9,4,0.2,0.3,0.3,0.4,1.2,0.07,0.0%
Tolu,FWD,5.4,26,1.1,0.0,0.0,0.0,1.1,0.05,0.0%
Reed,MID,4.3,0,0.0,0.4,0.4,0.4,1.1,0.07,0.2%
Guessand,MID,6.2,28,1.1,0.0,0.0,0.0,1.1,0.05,0.0%
Edozie,MID,4.3,2,0.2,0.3,0.3,0.4,1.1,0.06,0.0%
G.Rodriguez,MID,4.8,2,0.2,0.3,0.3,0.3,1.1,0.06,0.0%
Heaven,DEF,3.8,3,0.1,0.2,0.3,0.4,1.0,0.07,0.2%
Soler,DEF,4.0,2,0.1,0.3,0.3,0.3,0.9,0.06,0.0%
Kone,MID,4.3,0,0.0,0.2,0.3,0.4,0.9,0.05,0.0%
Chirewa,MID,4.3,20,0.9,0.0,0.0,0.0,0.9,0.05,0.0%
March,MID,5.8,0,0.0,0.0,0.3,0.6,0.9,0.04,0.0%
Mamardashvili,GK,4.3,0,0.0,0.2,0.3,0.4,0.9,0.05,0.0%
Aznou,DEF,4.3,2,0.1,0.2,0.3,0.3,0.9,0.05,0.0%
Jair Cunha,DEF,4.3,6,0.2,0.1,0.1,0.4,0.9,0.05,0.0%
Kusi-Asare,FWD,4.5,1,0.1,0.3,0.3,0.2,0.8,0.05,0.0%
Jörgensen,GK,4.3,2,0.1,0.2,0.3,0.2,0.8,0.05,0.0%
Dowman,MID,4.3,2,0.2,0.1,0.3,0.2,0.8,0.05,0.0%
Worrall,DEF,3.9,3,0.1,0.2,0.3,0.3,0.8,0.05,0.0%
Hjelde,DEF,4.0,0,0.0,0.2,0.4,0.2,0.8,0.05,0.0%
Trafford,GK,4.6,0,0.0,0.3,0.2,0.3,0.8,0.04,0.0%
O'Nien,DEF,4.0,0,0.0,0.0,0.0,0.8,0.8,0.05,0.0%
Adingra,MID,5.0,14,0.8,0.0,0.0,0.0,0.8,0.04,0.0%
Josh Dasilva,MID,99.9,1,0.1,0.1,0.2,0.3,0.8,0.00,0.0%
Chiwome,FWD,4.4,0,0.0,0.2,0.3,0.3,0.7,0.04,0.0%
Fraser,FWD,4.3,0,0.0,0.2,0.3,0.2,0.7,0.04,0.4%
G.Jesus,FWD,6.4,1,0.2,0.2,0.2,0.2,0.7,0.03,0.0%
George,MID,4.9,2,0.2,0.2,0.0,0.2,0.7,0.04,0.0%
Jimoh-Aloba,MID,4.5,0,0.0,0.2,0.2,0.2,0.7,0.04,0.0%
Welch,DEF,3.8,2,0.1,0.2,0.1,0.3,0.6,0.04,0.0%
Masuaku,DEF,3.9,15,0.6,0.0,0.0,0.0,0.6,0.04,0.0%
Bayindir,GK,4.8,2,0.1,0.2,0.1,0.2,0.6,0.03,0.0%
Abbott,DEF,3.9,4,0.1,0.1,0.1,0.2,0.6,0.04,0.0%
Mukasa,MID,4.4,0,0.0,0.1,0.3,0.2,0.6,0.03,0.0%
Pembele,DEF,3.9,1,0.1,0.2,0.3,0.1,0.6,0.04,0.0%
Arrizabalaga,GK,4.2,1,0.1,0.1,0.2,0.2,0.6,0.03,0.0%
Uche,FWD,5.5,10,0.6,0.0,0.0,0.0,0.6,0.03,0.0%
Maghoma,MID,4.5,0,0.0,0.1,0.2,0.3,0.5,0.03,0.0%
D.Leon,DEF,4.2,0,0.0,0.2,0.2,0.2,0.5,0.03,0.0%
Kinsky,GK,3.9,3,0.1,0.1,0.1,0.2,0.5,0.03,0.1%
Alese,DEF,4.0,0,0.0,0.1,0.3,0.1,0.5,0.03,0.0%
John,GK,4.0,1,0.1,0.1,0.2,0.2,0.5,0.03,0.0%
Ahamada,MID,4.4,0,0.0,0.1,0.2,0.3,0.5,0.03,0.0%
Gonzalez,MID,4.3,0,0.0,0.1,0.2,0.1,0.5,0.03,0.0%
Benitez,GK,4.0,0,0.0,0.1,0.2,0.2,0.5,0.03,0.0%
M.Bizot,GK,4.3,1,0.1,0.2,0.1,0.1,0.5,0.03,0.0%
Delcroix,DEF,3.8,7,0.2,0.0,0.1,0.0,0.4,0.03,0.0%
Trésor,MID,4.4,0,0.0,0.1,0.1,0.2,0.4,0.03,0.0%
Steele,GK,4.3,0,0.0,0.1,0.1,0.2,0.4,0.03,0.0%
Dragusin,DEF,4.5,2,0.1,0.1,0.1,0.2,0.4,0.02,0.0%
Hermansen,GK,4.3,2,0.1,0.1,0.2,0.1,0.4,0.03,0.0%
Lecomte,GK,3.9,0,0.0,0.1,0.1,0.2,0.4,0.03,0.1%
Bajcetic,MID,4.3,0,0.0,0.0,0.2,0.2,0.4,0.02,0.0%
Davies,DEF,4.3,0,0.0,0.0,0.1,0.2,0.4,0.02,0.0%
Onyeka,MID,4.8,6,0.3,0.0,0.0,0.0,0.3,0.02,0.0%
José Sá,GK,4.3,1,0.0,0.1,0.1,0.1,0.3,0.02,0.0%
Munetsi,MID,5.4,32,0.3,0.0,0.0,0.0,0.3,0.02,0.0%
Patterson,GK,4.3,1,0.1,0.0,0.1,0.1,0.3,0.02,0.0%
Bevan,DEF,3.9,2,0.1,0.1,0.1,0.1,0.3,0.02,0.0%
Dennis,GK,4.0,0,0.0,0.1,0.1,0.1,0.3,0.02,0.0%
D.Essugo,MID,4.3,0,0.0,0.1,0.1,0.0,0.2,0.01,0.0%
Valdimarsson,GK,3.9,0,0.0,0.0,0.1,0.1,0.2,0.01,0.1%
Darlow,GK,3.9,1,0.1,0.0,0.1,0.0,0.2,0.01,0.0%
Abdullahi,FWD,4.3,0,0.0,0.1,0.0,0.1,0.2,0.01,0.2%
Krafth,DEF,4.3,0,0.0,0.0,0.1,0.1,0.2,0.01,0.0%
J.Araujo,DEF,3.8,0,0.0,0.0,0.1,0.1,0.2,0.01,0.0%
Weiss,GK,4.3,1,0.1,0.1,0.0,0.1,0.2,0.01,0.0%
R.Williams,DEF,3.8,1,0.1,0.1,0.1,0.0,0.2,0.01,0.0%
Olusesi,MID,4.3,0,0.0,0.0,0.0,0.2,0.2,0.01,0.0%
J.Fletcher,MID,4.3,0,0.0,0.0,0.1,0.1,0.2,0.01,0.0%
Phillips,MID,4.8,0,0.0,0.0,0.1,0.1,0.2,0.01,0.0%
Ashby,DEF,3.9,1,0.1,0.1,0.0,0.0,0.2,0.01,0.0%
Mings,DEF,4.3,0,0.0,0.0,0.0,0.1,0.1,0.01,0.0%
Kporha,DEF,4.0,0,0.0,0.0,0.1,0.1,0.1,0.01,0.0%
Pond,DEF,3.9,0,0.0,0.1,0.0,0.0,0.1,0.01,0.0%
A.Murphy,DEF,3.8,0,0.0,0.1,0.1,0.0,0.1,0.01,0.0%
Cardines,MID,4.4,0,0.0,0.1,0.0,0.0,0.1,0.01,0.0%
Ebere,MID,4.4,0,0.0,0.1,0.0,0.0,0.1,0.01,0.0%
Akinmboni,DEF,3.9,0,0.0,0.0,0.1,0.1,0.1,0.01,0.0%
Bates,MID,4.4,0,0.0,0.0,0.1,0.0,0.1,0.01,0.0%
Campbell,DEF,3.9,0,0.0,0.0,0.0,0.1,0.1,0.01,0.0%
Travers,GK,4.4,0,0.0,0.0,0.1,0.1,0.1,0.01,0.0%
Lascelles,DEF,4.3,1,0.1,0.0,0.0,0.0,0.1,0.01,0.0%
Fitzgerald,MID,4.4,0,0.0,0.0,0.1,0.0,0.1,0.01,0.0%
Konak,MID,4.3,0,0.0,0.0,0.0,0.1,0.1,0.00,0.0%
Coleman,DEF,4.3,0,0.0,0.0,0.0,0.1,0.1,0.00,0.0%
John Ruddy,GK,99.9,0,0.0,0.1,0.0,0.0,0.1,0.00,0.0%
Clarke,DEF,3.8,1,0.1,0.0,0.0,0.0,0.1,0.00,0.0%
Anderson,DEF,3.9,0,0.0,0.1,0.0,0.0,0.1,0.00,0.0%
Humphreys,DEF,3.9,0,0.0,0.0,0.0,0.0,0.0,0.00,0.0%
Dixon,DEF,3.8,0,0.0,0.0,0.0,0.0,0.0,0.00,0.0%
Hein,GK,4.0,0,0.0,0.0,0.0,0.0,0.0,0.00,0.0%
Setford,GK,3.9,0,0.0,0.0,0.0,0.0,0.0,0.00,0.0%
Kiwior,DEF,5.4,0,0.0,0.0,0.0,0.0,0.0,0.00,0.0%
Kacurri,DEF,3.9,0,0.0,0.0,0.0,0.0,0.0,0.00,0.0%
Nichols,DEF,3.8,0,0.0,0.0,0.0,0.0,0.0,0.00,0.0%
Fábio Vieira,MID,5.4,0,0.0,0.0,0.0,0.0,0.0,0.00,0.0%
Kabia,MID,4.5,0,0.0,0.0,0.0,0.0,0.0,0.00,0.0%
Sambi,MID,4.5,0,0.0,0.0,0.0,0.0,0.0,0.00,0.0%
Gauci,GK,4.0,0,0.0,0.0,0.0,0.0,0.0,0.00,0.0%
Marschall,GK,4.0,0,0.0,0.0,0.0,0.0,0.0,0.00,0.0%
Alex Moreno,DEF,4.0,0,0.0,0.0,0.0,0.0,0.0,0.00,0.0%
Sousa,DEF,3.9,0,0.0,0.0,0.0,0.0,0.0,0.00,0.0%
Yasin,DEF,4.0,0,0.0,0.0,0.0,0.0,0.0,0.00,0.0%
Bailey,MID,5.5,0,0.0,0.0,0.0,0.0,0.0,0.00,0.0%
Iling Jr,MID,5.5,0,0.0,0.0,0.0,0.0,0.0,0.00,0.0%
Barkley,MID,4.8,0,0.0,0.0,0.0,0.0,0.0,0.00,0.0%
Barrenechea,MID,5.0,0,0.0,0.0,0.0,0.0,0.0,0.00,0.0%
Dobbin,MID,5.0,0,0.0,0.0,0.0,0.0,0.0,0.00,0.0%
Broggio,MID,4.5,0,0.0,0.0,0.0,0.0,0.0,0.00,0.0%
Dendoncker,MID,4.5,0,0.0,0.0,0.0,0.0,0.0,0.00,0.0%
Young,MID,4.4,0,0.0,0.0,0.0,0.0,0.0,0.00,0.0%
Redmond,FWD,4.5,0,0.0,0.0,0.0,0.0,0.0,0.00,0.0%
Neto,GK,4.5,0,0.0,0.0,0.0,0.0,0.0,0.00,0.0%
McKenna,GK,4.0,0,0.0,0.0,0.0,0.0,0.0,0.00,0.0%
Paulsen,GK,4.0,0,0.0,0.0,0.0,0.0,0.0,0.00,0.0%
Zabarnyi,DEF,5.0,0,0.0,0.0,0.0,0.0,0.0,0.00,0.0%
Mepham,DEF,4.0,0,0.0,0.0,0.0,0.0,0.0,0.00,0.0%
Philip,MID,4.9,0,0.0,0.0,0.0,0.0,0.0,0.00,0.0%
Sinisterra,MID,5.0,0,0.0,0.0,0.0,0.0,0.0,0.00,0.0%
Faivre,MID,4.5,0,0.0,0.0,0.0,0.0,0.0,0.00,0.0%
H.Traorè,MID,4.5,0,0.0,0.0,0.0,0.0,0.0,0.00,0.0%
Sadi,MID,4.5,0,0.0,0.0,0.0,0.0,0.0,0.00,0.0%
Silcott-Duberry,MID,4.4,0,0.0,0.0,0.0,0.0,0.0,0.00,0.0%
Winterburn,MID,4.5,0,0.0,0.0,0.0,0.0,0.0,0.00,0.0%
Adu-Adjei,FWD,4.4,0,0.0,0.0,0.0,0.0,0.0,0.00,0.0%
Balcombe,GK,4.0,0,0.0,0.0,0.0,0.0,0.0,0.00,0.0%
Cox,GK,4.0,0,0.0,0.0,0.0,0.0,0.0,0.00,0.0%
Eyestone,GK,3.9,0,0.0,0.0,0.0,0.0,0.0,0.00,0.0%
Roerslev,DEF,4.5,0,0.0,0.0,0.0,0.0,0.0,0.00,0.0%
Arthur,DEF,3.9,0,0.0,0.0,0.0,0.0,0.0,0.00,0.0%
Fredrick,DEF,4.0,0,0.0,0.0,0.0,0.0,0.0,0.00,0.0%
Ji-soo,DEF,3.9,0,0.0,0.0,0.0,0.0,0.0,0.00,0.0%
Meghoma,DEF,4.0,0,0.0,0.0,0.0,0.0,0.0,0.00,0.0%
Milambo,MID,5.2,0,0.0,0.0,0.0,0.0,0.0,0.00,0.0%
Carvalho,MID,4.8,0,0.0,0.0,0.0,0.0,0.0,0.00,0.0%
Donovan,MID,4.4,0,0.0,0.0,0.0,0.0,0.0,0.00,0.0%
Trevitt,MID,4.5,0,0.0,0.0,0.0,0.0,0.0,0.00,0.0%
Morgan,FWD,4.4,0,0.0,0.0,0.0,0.0,0.0,0.00,0.1%
McGill,GK,4.0,0,0.0,0.0,0.0,0.0,0.0,0.00,0.0%
Rushworth,GK,4.0,0,0.0,0.0,0.0,0.0,0.0,0.00,0.0%
Scherpen,GK,4.0,0,0.0,0.0,0.0,0.0,0.0,0.00,0.0%
Estupiñan,DEF,4.5,0,0.0,0.0,0.0,0.0,0.0,0.00,0.0%
Lamptey,DEF,4.4,0,0.0,0.0,0.0,0.0,0.0,0.00,0.0%
Webster,DEF,4.4,0,0.0,0.0,0.0,0.0,0.0,0.00,0.0%
Cashin,DEF,4.0,0,0.0,0.0,0.0,0.0,0.0,0.00,0.0%
Slater,DEF,4.0,0,0.0,0.0,0.0,0.0,0.0,0.00,0.0%
Tasker,DEF,3.9,0,0.0,0.0,0.0,0.0,0.0,0.00,0.0%
Enciso,MID,5.4,0,0.0,0.0,0.0,0.0,0.0,0.00,0.0%
O'Riley,MID,5.5,0,0.0,0.0,0.0,0.0,0.0,0.00,0.0%
Sima,MID,5.4,0,0.0,0.0,0.0,0.0,0.0,0.00,0.0%
Sarmiento,MID,4.9,0,0.0,0.0,0.0,0.0,0.0,0.00,0.0%
Yalcouye,MID,5.0,0,0.0,0.0,0.0,0.0,0.0,0.00,0.0%
Knight,MID,4.5,0,0.0,0.0,0.0,0.0,0.0,0.00,0.0%
Mazilu,MID,4.5,0,0.0,0.0,0.0,0.0,0.0,0.00,0.0%
Moran,MID,4.5,0,0.0,0.0,0.0,0.0,0.0,0.00,0.0%
Ferguson,FWD,5.5,0,0.0,0.0,0.0,0.0,0.0,0.00,0.0%
Tzimas,FWD,5.3,0,0.0,0.0,0.0,0.0,0.0,0.00,0.0%
Green,GK,4.0,0,0.0,0.0,0.0,0.0,0.0,0.00,0.0%
Hladký,GK,3.9,0,0.0,0.0,0.0,0.0,0.0,0.00,0.0%
Roberts,DEF,4.4,0,0.0,0.0,0.0,0.0,0.0,0.00,0.0%
Dodgson,DEF,4.0,0,0.0,0.0,0.0,0.0,0.0,0.00,0.0%
Jordan,DEF,4.0,0,0.0,0.0,0.0,0.0,0.0,0.00,0.0%
Sambo,DEF,4.0,0,0.0,0.0,0.0,0.0,0.0,0.00,0.0%
Benson,MID,5.4,0,0.0,0.0,0.0,0.0,0.0,0.00,0.0%
Boateng,MID,4.8,0,0.0,0.0,0.0,0.0,0.0,0.00,0.0%
Churlinov,MID,4.9,0,0.0,0.0,0.0,0.0,0.0,0.00,0.0%
Hannibal,MID,4.8,0,0.0,0.0,0.0,0.0,0.0,0.00,0.0%
Koleosho,MID,5.0,0,0.0,0.0,0.0,0.0,0.0,0.00,0.0%
A.Ramsey,MID,4.4,0,0.0,0.0,0.0,0.0,0.0,0.00,0.0%
Adewumi,MID,4.5,0,0.0,0.0,0.0,0.0,0.0,0.00,0.0%
Banel,MID,4.5,0,0.0,0.0,0.0,0.0,0.0,0.00,0.0%
Amdouni,FWD,4.8,0,0.0,0.0,0.0,0.0,0.0,0.00,0.0%
Obafemi,FWD,4.4,0,0.0,0.0,0.0,0.0,0.0,0.00,0.0%
Penders,GK,4.0,0,0.0,0.0,0.0,0.0,0.0,0.00,0.0%
Slonina,GK,3.9,0,0.0,0.0,0.0,0.0,0.0,0.00,0.0%
Colwill,DEF,4.8,0,0.0,0.0,0.0,0.0,0.0,0.00,0.0%
M.Sarr,DEF,4.5,0,0.0,0.0,0.0,0.0,0.0,0.00,0.0%
Anselmino,DEF,4.0,0,0.0,0.0,0.0,0.0,0.0,0.00,0.0%
Nkunku,MID,5.9,0,0.0,0.0,0.0,0.0,0.0,0.00,0.0%
Mudryk,MID,4.9,0,0.0,0.0,0.0,0.0,0.0,0.00,0.0%
Paez,MID,4.5,0,0.0,0.0,0.0,0.0,0.0,0.00,0.0%
N.Jackson,FWD,6.5,0,0.0,0.0,0.0,0.0,0.0,0.00,0.0%
Matthews,GK,3.9,0,0.0,0.0,0.0,0.0,0.0,0.00,0.0%
Chadi Riad,DEF,4.0,0,0.0,0.0,0.0,0.0,0.0,0.00,0.0%
Holding,DEF,4.0,0,0.0,0.0,0.0,0.0,0.0,0.00,0.0%
Doucouré,MID,4.9,0,0.0,0.0,0.0,0.0,0.0,0.00,0.0%
Agbinone,MID,4.4,0,0.0,0.0,0.0,0.0,0.0,0.00,0.0%
Ebiowei,MID,4.5,0,0.0,0.0,0.0,0.0,0.0,0.00,0.0%
J.Rak-Sakyi,MID,4.4,0,0.0,0.0,0.0,0.0,0.0,0.00,0.0%
M.França,MID,4.5,0,0.0,0.0,0.0,0.0,0.0,0.00,0.0%
Ozoh,MID,4.5,0,0.0,0.0,0.0,0.0,0.0,0.00,0.0%
Rodney,MID,4.4,0,0.0,0.0,0.0,0.0,0.0,0.00,0.0%
Umeh,MID,4.5,0,0.0,0.0,0.0,0.0,0.0,0.00,0.0%
Édouard,FWD,5.0,0,0.0,0.0,0.0,0.0,0.0,0.00,0.0%
Marsh,FWD,4.5,0,0.0,0.0,0.0,0.0,0.0,0.00,0.0%
Tyrer,GK,3.9,0,0.0,0.0,0.0,0.0,0.0,0.00,0.1%
Branthwaite,DEF,5.3,0,0.0,0.0,0.0,0.0,0.0,0.00,0.0%
Armstrong,MID,4.5,0,0.0,0.0,0.0,0.0,0.0,0.00,0.0%
Heath,MID,4.5,0,0.0,0.0,0.0,0.0,0.0,0.00,0.0%
Metcalfe,MID,4.5,0,0.0,0.0,0.0,0.0,0.0,0.00,0.0%
Y.Chermiti,FWD,4.9,0,0.0,0.0,0.0,0.0,0.0,0.00,0.0%
Sherif,FWD,4.4,0,0.0,0.0,0.0,0.0,0.0,0.00,0.0%
Benda,GK,4.0,0,0.0,0.0,0.0,0.0,0.0,0.00,0.0%
Amissah,DEF,3.8,0,0.0,0.0,0.0,0.0,0.0,0.00,0.0%
Andreas,MID,5.3,0,0.0,0.0,0.0,0.0,0.0,0.00,0.0%
Godo,MID,4.5,0,0.0,0.0,0.0,0.0,0.0,0.00,0.0%
Harris,MID,4.5,0,0.0,0.0,0.0,0.0,0.0,0.00,0.0%
Meslier,GK,4.2,0,0.0,0.0,0.0,0.0,0.0,0.00,0.0%
Cairns,GK,3.9,0,0.0,0.0,0.0,0.0,0.0,0.00,0.0%
Schmidt,DEF,4.0,0,0.0,0.0,0.0,0.0,0.0,0.00,0.0%
James,MID,5.3,0,0.0,0.0,0.0,0.0,0.0,0.00,0.0%
Greenwood,MID,4.9,0,0.0,0.0,0.0,0.0,0.0,0.00,0.0%
Ramazani,MID,4.9,0,0.0,0.0,0.0,0.0,0.0,0.00,0.0%
Crew,MID,4.5,0,0.0,0.0,0.0,0.0,0.0,0.00,0.0%
Gelhardt,MID,4.5,0,0.0,0.0,0.0,0.0,0.0,0.00,0.0%
Gyabi,MID,4.5,0,0.0,0.0,0.0,0.0,0.0,0.00,0.0%
Bamford,FWD,4.9,0,0.0,0.0,0.0,0.0,0.0,0.00,0.0%
Mateo Joseph,FWD,5.0,0,0.0,0.0,0.0,0.0,0.0,0.00,0.0%
Pécsi,GK,3.9,0,0.0,0.0,0.0,0.0,0.0,0.00,0.1%
Woodman,GK,3.9,0,0.0,0.0,0.0,0.0,0.0,0.00,0.0%
