Name,Position,Price,xMins,GW10,GW11,GW12,GW13,Total,/£M,Elite%
Haaland,FWD,14.8,88,6.4,5.5,5.0,6.5,23.4,0.40,91.9%
M.Salah,MID,14.3,85,5.9,4.2,6.1,5.4,21.6,0.38,9.6%
B.Fernandes,MID,8.9,90,5.5,5.0,5.9,4.7,21.1,0.59,83.1%
Saka,MID,10.0,81,5.6,5.5,5.5,4.1,20.6,0.52,37.3%
Mateta,FWD,7.7,89,5.4,5.0,4.7,4.7,19.8,0.64,14.8%
Gyökeres,FWD,9.0,81,5.2,5.0,4.8,3.4,18.4,0.51,64.6%
Semenyo,MID,8.1,88,3.7,4.3,5.5,4.6,18.0,0.56,76.0%
Watkins,FWD,8.5,86,3.9,4.8,4.3,5.0,17.9,0.53,0.9%
Sarr,MID,6.6,87,4.8,4.6,4.3,4.2,17.8,0.68,16.9%
Ndiaye,MID,6.5,82,4.7,4.8,3.8,4.0,17.3,0.66,44.8%
Gabriel,DEF,6.5,90,4.8,4.6,4.2,3.6,17.2,0.66,92.2%
Foden,MID,8.0,78,4.9,4.1,3.6,4.6,17.2,0.54,7.0%
Mbeumo,MID,8.2,84,4.4,4.1,4.6,3.8,16.9,0.51,0.9%
Enzo,MID,6.7,86,4.2,5.1,4.4,3.1,16.8,0.63,65.6%
Eze,MID,7.6,75,4.8,4.5,4.2,3.3,16.8,0.55,0.6%
J.Timber,DEF,6.1,81,4.6,4.6,4.2,3.2,16.6,0.68,16.5%
Gordon,MID,7.5,74,4.6,4.1,3.8,3.8,16.3,0.54,5.8%
Raya,GK,5.8,93,4.2,4.3,4.1,3.6,16.2,0.70,67.6%
Cunha,MID,7.9,72,4.1,3.8,4.3,3.8,16.1,0.51,0.4%
Muñoz,DEF,5.7,92,4.5,4.0,4.1,3.5,16.1,0.70,6.8%
Woltemade,FWD,7.5,83,4.6,4.1,3.8,3.6,16.0,0.53,3.5%
Virgil,DEF,6.0,90,4.2,3.1,4.5,4.2,16.0,0.67,16.8%
