Name,Position,Price,xMins,GW23,GW24,GW25,GW26,Total,/£M,Elite%
Saka,MID,10.1,77,5.5,4.9,5.8,8.4,24.7,0.61,73.7%
Haaland,FWD,15.1,84,7.0,5.2,4.5,6.3,22.9,0.38,98.8%
Palmer,MID,10.4,79,4.9,6.1,4.9,5.5,21.3,0.51,1.7%
B.Fernandes,MID,9.2,88,4.0,5.8,5.5,5.5,20.9,0.57,0.6%
Gabriel,DEF,6.8,88,4.5,4.4,4.7,6.8,20.5,0.75,61.9%
J.Timber,DEF,6.3,87,4.5,4.3,4.9,6.7,20.3,0.81,37.1%
Rice,MID,7.4,87,4.6,4.3,4.5,6.8,20.2,0.68,6.6%
Ødegaard,MID,7.8,76,4.2,4.0,4.3,6.3,18.8,0.60,0.0%
Raya,GK,5.9,94,4.1,3.9,4.1,6.3,18.4,0.78,69.4%
Watkins,FWD,8.8,86,4.1,4.9,4.6,4.7,18.3,0.52,0.2%
Saliba,DEF,6.0,90,3.9,3.8,4.3,5.9,18.0,0.75,1.3%
Ndiaye,MID,6.2,86,5.0,4.1,4.2,4.4,17.6,0.71,0.2%
M.Salah,MID,14.0,70,4.3,4.6,4.1,4.5,17.5,0.31,0.6%
Ekitiké,FWD,8.9,83,4.5,4.3,4.1,4.2,17.1,0.48,48.9%
Trossard,MID,6.9,61,3.9,3.7,4.0,5.4,16.9,0.61,0.0%
Thiago,FWD,7.2,85,5.1,4.1,3.9,3.7,16.8,0.58,53.8%
Mbeumo,MID,8.1,82,3.2,4.8,4.5,4.2,16.7,0.52,0.0%
Gordon,MID,7.5,77,4.6,3.5,4.4,4.0,16.5,0.55,19.3%
Foden,MID,8.6,72,5.0,3.9,3.3,4.3,16.5,0.48,94.7%
Gibbs-White,MID,7.3,84,3.6,4.3,3.8,4.5,16.3,0.56,0.0%
Evanilson,FWD,7.0,88,4.4,4.5,4.0,3.4,16.2,0.58,0.2%
Bowen,FWD,7.6,89,4.6,3.5,4.1,4.0,16.2,0.53,3.0%
Enzo,MID,6.5,80,3.7,4.4,3.9,4.2,16.1,0.62,6.1%
Neto,MID,7.1,79,3.8,4.7,3.7,3.9,16.1,0.57,0.1%
Tarkowski,DEF,5.7,93,4.6,3.4,3.9,4.2,16.1,0.71,42.6%
Rogers,MID,7.7,90,3.6,4.3,4.0,4.1,16.1,0.52,4.7%
Semenyo,MID,7.6,70,4.9,3.4,3.0,4.5,15.9,0.52,4.3%
Szoboszlai,MID,6.6,82,4.2,4.0,3.7,4.0,15.9,0.60,62.0%
Anderson,MID,5.3,88,3.8,4.0,3.8,4.2,15.8,0.75,26.7%
Schade,MID,7.1,82,4.8,3.9,3.6,3.4,15.8,0.55,8.8%
Calafiori,DEF,5.6,80,1.9,3.1,4.6,6.1,15.7,0.70,0.0%
Mateta,FWD,7.5,81,4.2,3.6,3.4,4.4,15.7,0.52,3.3%
Igor Jesus,FWD,5.8,77,3.6,4.2,3.5,4.3,15.6,0.67,0.5%
Raúl,FWD,6.2,85,4.5,3.7,4.3,3.1,15.6,0.63,1.1%
Zubimendi,MID,5.2,82,3.4,3.4,3.4,5.2,15.4,0.74,0.0%
Wilson,MID,5.9,84,4.4,3.5,4.3,3.1,15.3,0.65,6.6%
Tielemans,MID,5.9,89,3.6,4.0,3.8,3.9,15.2,0.65,0.6%
Virgil,DEF,5.9,89,4.0,3.8,3.2,4.2,15.2,0.64,53.9%
Guéhi,DEF,5.3,88,4.6,3.7,3.0,3.9,15.1,0.71,0.4%
Chalobah,DEF,5.5,86,3.7,4.0,3.7,3.7,15.1,0.69,0.7%
Donnarumma,GK,5.7,94,4.2,3.6,3.2,4.0,15.0,0.66,0.5%
Sarr,MID,6.3,79,3.8,3.6,3.4,4.3,15.0,0.60,0.0%
Georginio,MID,5.6,71,3.7,4.0,4.1,3.2,15.0,0.67,2.2%
Bruno G.,MID,7.3,90,4.1,3.5,4.0,3.5,15.0,0.51,1.3%
João Pedro,FWD,7.1,68,3.4,3.9,3.7,3.8,14.8,0.52,0.2%
Gakpo,MID,7.3,67,3.9,3.6,3.5,3.8,14.8,0.51,0.0%
Senesi,DEF,4.8,88,3.5,4.0,3.6,3.6,14.7,0.76,7.9%
Delap,FWD,6.2,60,3.3,4.1,3.5,3.6,14.5,0.59,0.0%
Garner,MID,5.2,89,4.0,3.4,3.4,3.7,14.5,0.70,1.2%
Wirtz,MID,8.3,72,3.8,3.8,3.4,3.5,14.5,0.44,1.7%
Lacroix,DEF,5.1,91,3.5,3.5,3.1,4.4,14.5,0.71,16.2%
Caicedo,MID,5.7,86,3.5,3.7,3.5,3.7,14.5,0.63,0.0%
Cucurella,DEF,6.0,82,3.4,4.1,3.4,3.5,14.5,0.60,0.2%
Hall,DEF,5.3,88,4.1,3.1,3.9,3.4,14.4,0.68,29.8%
Murillo,DEF,5.2,90,3.1,3.7,3.4,4.1,14.4,0.69,0.1%
E.Le Fée,MID,4.9,79,3.9,4.3,2.8,3.3,14.3,0.73,12.6%
Collins,DEF,5.0,89,4.4,3.4,3.2,3.2,14.2,0.71,12.5%
Buendía,MID,5.3,77,3.4,3.7,3.5,3.6,14.2,0.67,0.0%
Van Hecke,DEF,4.5,90,3.7,4.0,3.7,2.7,14.1,0.78,7.1%
L.Paquetá,MID,5.9,81,3.2,3.3,4.0,3.6,14.1,0.60,4.5%
Calvert-Lewin,FWD,6.0,81,3.9,3.2,3.9,3.1,14.0,0.59,4.9%
Wharton,MID,5.0,89,3.6,3.4,3.3,3.8,14.0,0.70,0.0%
O.Dango,MID,5.8,76,4.3,3.2,3.2,3.3,14.0,0.61,0.0%
Mitoma,MID,6.1,76,3.5,3.8,3.7,3.0,14.0,0.57,0.0%
Verbruggen,GK,4.5,93,3.4,3.7,3.8,3.1,14.0,0.78,16.6%
Sels,GK,4.6,93,3.2,3.6,3.3,3.8,13.9,0.76,0.2%
Cash,DEF,4.8,89,3.0,4.0,3.4,3.5,13.8,0.72,0.7%
Barry,FWD,5.7,80,3.9,3.1,3.2,3.6,13.8,0.61,0.6%
James,DEF,5.7,73,3.2,3.7,3.5,3.5,13.8,0.61,0.0%
Cunha,MID,8.0,58,2.6,3.9,3.6,3.9,13.8,0.43,96.1%
Estève,DEF,3.9,93,3.5,3.6,3.6,3.1,13.8,0.88,5.0%
N.Williams,DEF,4.7,88,3.0,3.7,3.2,3.9,13.8,0.73,0.2%
A.Becker,GK,5.4,94,3.6,3.4,3.0,3.7,13.8,0.64,0.2%
Casemiro,MID,5.5,75,3.0,3.7,3.5,3.5,13.8,0.63,0.2%
Richards,DEF,4.4,91,3.3,3.5,2.9,4.1,13.8,0.78,8.5%
Pedro Porro,DEF,5.2,89,4.4,3.0,3.0,3.3,13.7,0.66,3.4%
Pickford,GK,5.6,94,3.8,3.1,3.3,3.6,13.7,0.61,0.3%
Hee Chan,MID,5.6,63,2.6,3.6,2.9,4.5,13.7,0.61,0.0%
Andersen,DEF,4.6,91,3.7,3.2,4.1,2.6,13.6,0.74,65.4%
Pope,GK,5.1,92,3.6,3.0,3.7,3.4,13.6,0.67,0.5%
Xavi,MID,6.5,71,4.0,3.3,2.9,3.4,13.5,0.52,0.0%
Sánchez,GK,4.9,90,3.5,3.7,3.2,3.2,13.5,0.69,3.4%
Minteh,MID,5.8,57,2.8,3.8,3.8,3.0,13.4,0.58,10.9%
Thiaw,DEF,5.1,90,3.9,3.0,3.4,3.1,13.4,0.66,18.6%
Alderete,DEF,4.1,84,3.8,4.4,2.3,2.9,13.4,0.82,11.2%
Lammens,GK,5.0,93,2.8,3.6,3.5,3.4,13.4,0.67,0.1%
Tolu,FWD,5.4,70,2.7,3.3,2.9,4.5,13.3,0.62,0.0%
José Sá,GK,4.2,93,2.6,3.2,2.9,4.6,13.3,0.79,0.0%
Milenković,DEF,5.1,92,2.9,3.5,3.1,3.8,13.2,0.65,0.0%
Roefs,GK,5.0,93,3.5,3.9,2.6,3.1,13.2,0.66,0.9%
Henderson,GK,5.1,92,3.1,3.2,3.0,3.8,13.2,0.65,0.0%
Taty,FWD,5.5,80,3.8,2.9,3.3,3.3,13.2,0.60,0.0%
Dúbravka,GK,4.0,93,3.3,3.2,3.6,3.1,13.2,0.82,93.0%
Gyökeres,FWD,8.7,50,3.5,2.7,2.9,4.0,13.1,0.38,0.3%
Kelleher,GK,4.6,94,3.8,3.2,3.0,3.1,13.1,0.71,8.6%
Petrović,GK,4.5,94,3.1,3.5,3.2,3.2,13.1,0.73,5.5%
Barnes,MID,6.1,67,3.9,2.9,3.4,2.9,13.0,0.53,0.0%
Frimpong,DEF,5.8,81,3.4,3.3,2.8,3.6,13.0,0.56,0.0%
Matheus N.,DEF,5.5,82,3.3,3.3,2.5,3.7,12.9,0.59,0.2%
Vicario,GK,4.8,94,3.7,3.0,2.9,3.3,12.9,0.67,0.1%
Joelinton,MID,5.9,70,3.4,3.0,3.3,3.1,12.8,0.54,0.0%
Xhaka,MID,5.2,89,3.5,3.6,2.7,3.0,12.8,0.62,0.2%
Hudson-Odoi,MID,5.7,72,3.0,3.2,2.9,3.6,12.8,0.56,0.0%
Areola,GK,4.3,94,3.7,2.7,3.4,3.0,12.7,0.74,0.1%
Leno,GK,4.9,93,3.4,3.0,3.6,2.8,12.7,0.65,0.0%
Gravenberch,MID,5.7,82,3.3,3.2,3.0,3.2,12.7,0.56,0.0%
Gana,MID,5.4,85,3.5,3.1,3.1,3.0,12.7,0.59,0.0%
Mitchell,DEF,5.0,91,3.0,3.1,2.6,4.1,12.7,0.64,0.1%
Woltemade,FWD,7.2,68,3.6,2.8,3.4,2.9,12.7,0.44,0.0%
Cook,MID,4.9,87,3.3,3.4,3.0,3.1,12.7,0.65,0.0%
Stach,MID,4.9,76,2.5,3.1,3.7,3.2,12.6,0.64,6.4%
Mykolenko,DEF,4.9,87,3.7,2.6,3.1,3.2,12.6,0.64,0.0%
Romero,DEF,5.0,90,4.3,2.9,2.8,2.6,12.6,0.63,0.2%
Solanke,FWD,7.2,42,2.6,3.0,3.5,3.5,12.6,0.44,0.1%
Ampadu,MID,4.9,91,3.4,3.1,3.2,2.9,12.6,0.64,0.0%
Kroupi.Jr,FWD,4.6,79,3.5,3.4,3.0,2.7,12.6,0.68,5.4%
Gomes,MID,5.3,75,2.6,2.9,2.8,4.3,12.5,0.59,0.0%
Scott,MID,5.0,82,3.3,3.3,3.0,2.9,12.5,0.63,0.0%
Welbeck,FWD,6.2,58,3.1,3.4,3.3,2.7,12.5,0.50,0.7%
Mukiele,DEF,4.4,84,3.5,3.9,2.1,2.9,12.5,0.71,14.3%
Iwobi,MID,6.3,78,3.3,3.0,3.4,2.7,12.5,0.50,0.0%
Gallagher,MID,5.5,77,3.6,3.0,2.9,3.0,12.5,0.57,0.0%
Truffert,DEF,4.5,86,2.9,3.6,3.0,3.0,12.4,0.69,0.5%
Dunk,DEF,4.5,88,3.3,3.6,3.3,2.2,12.4,0.69,0.0%
F.Kadıoğlu,DEF,4.4,82,3.0,3.5,3.6,2.3,12.4,0.70,0.0%
M.Fernandes,MID,5.5,78,3.4,2.7,3.2,3.0,12.3,0.56,0.0%
Struijk,DEF,4.3,91,3.5,2.8,3.6,2.4,12.3,0.72,0.0%
Florentino,MID,5.0,81,3.1,3.1,3.1,3.0,12.3,0.62,0.0%
Aina,DEF,4.7,84,2.6,3.4,2.7,3.6,12.3,0.65,0.0%
Konsa,DEF,4.4,91,2.7,3.4,3.0,3.2,12.2,0.69,0.2%
Botman,DEF,4.9,85,3.7,2.7,3.1,2.7,12.2,0.62,0.0%
Cherki,MID,6.7,46,3.4,2.8,2.3,3.6,12.1,0.45,11.1%
Brobbey,FWD,5.5,70,3.4,3.6,2.3,2.7,12.0,0.55,0.0%
Rodrigo,MID,6.3,71,3.3,2.9,2.7,3.1,12.0,0.48,0.0%
Van de Ven,DEF,4.6,92,3.9,2.6,2.7,2.9,12.0,0.65,0.3%
Kolo Muani,FWD,6.9,72,3.5,3.0,2.6,2.9,12.0,0.43,0.0%
Dalot,DEF,4.5,77,2.0,3.6,3.4,3.0,12.0,0.67,2.2%
O'Reilly,DEF,5.2,66,3.8,2.8,2.2,3.2,11.9,0.57,27.5%
Rodon,DEF,3.9,92,3.4,2.7,3.4,2.4,11.9,0.76,14.5%
Tonali,MID,5.3,74,3.2,2.7,3.0,3.0,11.9,0.56,0.0%
Yarmoliuk,MID,5.0,78,3.3,2.9,2.8,2.8,11.8,0.59,0.0%
André,MID,5.3,72,2.4,2.8,2.6,4.1,11.8,0.56,0.0%
Sancho,MID,5.8,62,2.7,3.1,3.0,2.9,11.7,0.51,0.0%
Bernardo,MID,6.2,71,3.4,2.7,2.6,3.0,11.7,0.47,0.0%
Yeremy,MID,5.8,59,2.9,2.7,2.5,3.6,11.7,0.50,0.1%
Kerkez,DEF,5.6,74,2.9,3.0,2.6,3.1,11.6,0.52,0.2%
O'Brien,DEF,4.9,87,3.6,2.3,2.6,3.0,11.6,0.59,0.0%
Reinildo,DEF,3.8,86,3.2,3.9,1.9,2.5,11.5,0.76,0.0%
Ugochukwu,MID,5.0,78,3.0,2.7,3.1,2.7,11.5,0.57,0.0%
Šeško,FWD,7.2,53,2.3,3.1,3.0,3.2,11.5,0.40,0.0%
Tel,MID,6.2,66,3.6,2.7,2.4,2.7,11.5,0.46,0.0%
Kayode,DEF,4.5,89,3.8,2.6,2.5,2.5,11.4,0.64,0.0%
Mané,FWD,4.5,72,2.4,2.7,2.5,3.8,11.4,0.63,2.1%
Adli,MID,5.4,74,3.4,3.3,2.4,2.3,11.4,0.53,0.0%
Gudmundsson,DEF,3.8,89,3.4,2.4,3.5,2.2,11.4,0.75,5.2%
Krejčí,DEF,4.5,90,2.0,3.1,2.4,3.9,11.4,0.63,0.0%
Todibo,DEF,4.3,79,3.4,2.2,3.2,2.6,11.3,0.66,0.0%
Bassey,DEF,4.4,91,3.3,2.6,3.4,2.1,11.3,0.64,0.0%
Tuanzebe,DEF,3.9,87,2.9,2.9,3.0,2.5,11.3,0.73,0.0%
Konaté,DEF,5.4,95,1.7,2.8,3.0,3.7,11.3,0.52,0.2%
Pau,DEF,4.3,83,2.5,3.0,2.8,3.0,11.3,0.66,0.0%
Martinez,GK,5.0,95,1.3,3.2,3.3,3.5,11.3,0.56,0.1%
Broja,FWD,5.2,61,3.1,2.6,3.0,2.5,11.2,0.54,0.0%
Muñoz,DEF,5.8,70,1.1,2.8,2.8,4.5,11.2,0.48,0.1%
Bogle,DEF,4.4,90,3.2,2.3,3.5,2.1,11.2,0.63,0.0%
A.Jimenez,DEF,4.5,77,2.6,3.2,2.6,2.7,11.1,0.62,0.0%
Diouf,DEF,4.0,83,3.5,2.0,3.0,2.6,11.1,0.69,0.0%
Amad,MID,6.2,58,2.2,3.0,3.0,2.9,11.0,0.45,0.0%
Garnacho,MID,6.4,44,2.5,3.0,2.5,3.1,11.0,0.43,0.0%
Wan-Bissaka,DEF,4.1,87,3.6,2.0,3.0,2.5,11.0,0.67,0.0%
Doku,MID,6.4,51,3.4,2.5,2.3,2.7,11.0,0.43,0.0%
Fofana,DEF,4.4,60,2.5,3.0,2.8,2.6,10.9,0.62,0.0%
Johnson,MID,6.5,57,2.8,2.4,2.4,3.2,10.9,0.42,0.1%
Gomez,MID,4.9,59,2.8,2.8,2.9,2.4,10.9,0.56,0.0%
Walker,DEF,4.4,89,2.8,2.7,3.0,2.3,10.9,0.62,0.0%
Sangaré,MID,4.9,75,2.8,2.9,2.5,2.7,10.8,0.55,0.0%
H.Bueno,DEF,4.3,83,1.7,3.0,2.4,3.7,10.8,0.63,0.0%
Edwards,MID,4.7,62,3.0,2.5,2.9,2.4,10.8,0.57,0.0%
Ballard,DEF,4.6,67,2.9,3.4,1.8,2.5,10.6,0.58,0.2%
Robinson,DEF,4.9,80,3.0,2.4,3.3,1.8,10.6,0.54,0.0%
Maatsen,DEF,4.2,61,2.2,3.0,2.4,2.9,10.6,0.63,0.0%
Wieffer,MID,4.9,78,1.4,2.9,3.3,2.9,10.6,0.54,0.1%
Lucas Pires,DEF,3.8,81,3.1,2.6,3.0,1.9,10.5,0.69,0.0%
Havertz,FWD,7.3,28,1.8,2.1,2.6,3.9,10.5,0.36,0.0%
Ajer,DEF,4.4,77,3.6,2.4,2.1,2.3,10.5,0.59,0.0%
De Ligt,DEF,4.9,78,0.9,3.0,3.2,3.2,10.4,0.53,0.0%
Nmecha,FWD,5.0,55,2.8,2.3,3.0,2.3,10.4,0.52,0.5%
Odobert,MID,5.3,58,2.8,2.4,2.6,2.6,10.3,0.49,0.0%
Mac Allister,MID,6.2,52,2.3,2.6,2.6,2.8,10.3,0.41,0.0%
Shaw,DEF,4.5,77,1.8,3.0,2.8,2.7,10.3,0.57,0.0%
Tavernier,MID,5.5,0,0.0,2.0,4.1,4.1,10.2,0.47,15.6%
Jensen,MID,4.9,62,3.0,2.6,2.4,2.3,10.2,0.52,0.0%
Ayari,MID,4.8,63,2.7,2.8,2.7,2.1,10.2,0.53,0.0%
Wissa,FWD,7.3,47,2.7,2.2,2.6,2.7,10.2,0.35,0.1%
Janelt,MID,4.9,74,3.0,2.5,2.3,2.3,10.2,0.52,0.0%
Diarra,MID,5.3,68,2.8,2.9,2.1,2.4,10.1,0.48,0.0%
J.Arias,MID,4.9,51,2.1,2.5,2.3,3.1,10.1,0.52,0.0%
Berge,MID,4.9,80,2.7,2.6,2.7,2.1,10.1,0.51,0.0%
Smith Rowe,MID,5.6,64,2.3,2.5,2.9,2.3,10.0,0.44,0.0%
Martinez,DEF,4.8,78,2.0,2.9,2.5,2.5,9.9,0.52,0.0%
Guessand,MID,6.2,46,2.2,2.7,2.4,2.6,9.9,0.40,0.0%
Damsgaard,MID,5.7,48,2.8,2.3,2.5,2.3,9.8,0.43,0.0%
Tchatchoua,DEF,4.4,85,1.6,2.8,2.2,3.3,9.8,0.56,0.0%
Groß,MID,5.5,55,2.5,2.6,2.6,2.2,9.8,0.45,0.0%
Sadiki,MID,4.9,80,2.6,2.7,2.2,2.2,9.8,0.50,0.0%
Hughes,MID,4.7,66,2.5,2.4,2.2,2.7,9.7,0.52,0.0%
Brooks,MID,5.0,92,1.1,2.4,3.2,3.1,9.7,0.49,0.0%
Aaronson,MID,5.4,62,2.8,2.3,2.6,2.0,9.7,0.45,0.0%
Dorgu,DEF,4.3,48,1.5,2.9,2.6,2.6,9.5,0.55,16.4%
Onana,MID,4.8,87,1.3,2.6,2.8,2.8,9.5,0.49,0.0%
Pablo,FWD,5.5,59,2.7,2.1,2.4,2.3,9.5,0.43,0.0%
L.Miley,MID,4.5,64,2.6,2.1,2.5,2.3,9.5,0.53,2.2%
Hutchinson,MID,5.4,50,2.2,2.5,2.0,2.6,9.4,0.44,0.0%
McNeil,MID,5.5,68,3.3,2.7,1.9,1.5,9.3,0.42,0.0%
Hume,DEF,4.5,64,2.6,3.0,1.5,2.1,9.2,0.51,0.0%
Branthwaite,DEF,5.3,72,0.8,1.6,3.2,3.5,9.1,0.43,0.0%
Anthony,MID,5.1,46,2.4,2.2,2.4,2.1,9.0,0.44,0.0%
Reijnders,MID,5.2,43,2.6,2.2,1.9,2.3,9.0,0.43,2.7%
Tete,DEF,4.5,46,0.8,2.5,3.5,2.1,8.9,0.49,0.0%
Udogie,DEF,4.3,57,2.5,2.0,2.0,2.3,8.8,0.51,0.0%
Christie,MID,4.9,62,2.8,2.5,1.9,1.7,8.8,0.45,0.0%
Summerville,MID,5.5,47,2.5,1.9,2.4,2.1,8.8,0.40,0.0%
Mainoo,MID,4.6,60,2.1,2.1,2.3,2.3,8.8,0.48,0.0%
Marmoush,MID,8.3,26,2.3,2.2,1.8,2.5,8.8,0.26,0.0%
Trippier,DEF,4.9,42,2.0,1.7,2.7,2.4,8.8,0.45,0.0%
Hill,DEF,3.9,57,2.1,2.4,2.1,2.1,8.7,0.56,0.0%
Kilman,DEF,4.2,60,2.5,1.6,2.4,2.0,8.6,0.51,0.0%
Agbadou,DEF,4.2,59,1.6,2.3,1.8,2.8,8.4,0.50,0.0%
Souček,MID,5.7,51,2.3,1.9,2.1,2.1,8.4,0.37,0.0%
Mavropanos,DEF,4.4,57,2.5,1.5,2.3,2.1,8.3,0.47,0.0%
C.Jones,MID,5.4,43,2.0,2.0,2.1,2.2,8.3,0.39,0.0%
Talbi,MID,4.9,46,2.3,2.5,1.7,1.9,8.3,0.42,0.0%
Henry,DEF,4.3,58,2.5,1.9,1.8,1.9,8.0,0.47,0.0%
Longstaff,MID,4.8,51,2.1,1.7,2.2,1.8,7.9,0.41,0.2%
Dominguez,MID,5.0,42,1.8,1.9,1.9,2.4,7.9,0.39,0.0%
S.Bueno,DEF,4.4,65,1.6,2.1,1.6,2.5,7.9,0.45,0.0%
Bruun Larsen,MID,5.3,38,2.1,1.8,2.2,1.7,7.9,0.37,0.0%
Lerma,MID,4.9,46,1.8,1.9,1.9,2.2,7.9,0.40,0.0%
Bornauw,DEF,3.8,52,2.0,1.6,2.4,1.8,7.8,0.51,0.0%
J.Palhinha,MID,5.5,45,1.5,2.0,2.2,2.1,7.7,0.35,0.0%
Okafor,MID,5.5,38,1.9,1.8,2.2,1.8,7.7,0.35,0.0%
Strand Larsen,FWD,6.1,30,1.4,1.8,1.8,2.6,7.6,0.31,0.3%
Foster,FWD,4.9,42,2.0,1.6,2.2,1.8,7.6,0.39,0.1%
Mosquera,DEF,4.3,62,1.6,2.0,1.6,2.4,7.6,0.44,0.0%
Estêvão,MID,6.4,24,1.4,2.1,2.0,2.1,7.6,0.29,0.0%
Chadi Riad,DEF,4.0,50,1.8,1.9,1.5,2.3,7.5,0.47,0.0%
Madueke,MID,6.8,23,1.6,1.5,1.7,2.7,7.4,0.27,0.2%
Bergvall,MID,5.2,41,2.0,1.9,1.8,1.8,7.4,0.36,0.0%
Mount,MID,5.9,39,1.6,1.9,1.9,1.9,7.3,0.31,0.0%
J.Cuenca,DEF,4.3,51,2.1,1.7,2.0,1.4,7.3,0.42,0.0%
Justin,DEF,3.9,42,1.7,1.6,2.4,1.5,7.2,0.46,0.0%
Chukwueze,MID,5.3,34,1.9,1.6,2.0,1.7,7.2,0.34,0.0%
Gray,MID,4.8,51,1.9,1.7,1.7,1.8,7.2,0.37,0.0%
Gomez,DEF,4.9,57,2.4,1.7,1.4,1.5,7.0,0.36,0.0%
Beto,FWD,5.0,30,1.8,1.8,1.5,1.7,6.9,0.34,0.0%
Merino,MID,5.6,20,1.2,1.5,1.9,2.2,6.8,0.31,0.0%
Gruda,MID,5.4,34,1.8,1.9,1.7,1.4,6.8,0.32,0.0%
Aït-Nouri,DEF,5.7,29,1.7,1.5,1.5,2.0,6.7,0.29,0.2%
